Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
33105003,0.038,3,3,3,2,0.31,0.26,11.40,0.14,3.09,51.9,2.08,0.19,,,,,,,,,,,
33105004,0.014,3,3,3,3,0.12,0.26,11.40,0.14,3.11,61.2,2.08,0.17,,,,,,,,,,,
33105005,0,0,0,0,0,0.00,0.26,0.00,0.14,3.21,70.1,2.08,0.16,,,,,,,,,,,
33105006,0,0,0,0,0,0.00,0.26,0.00,0.14,3.38,78.2,2.08,0.19,,,,,,,,,,,
33105007,0.086,4,4,3,2,0.53,0.26,13.10,0.14,2.65,40.7,2.08,0.35,,,,,,,,,,,
33105008,0.054,4,3,3,2,0.33,0.26,13.40,0.14,2.59,51.5,2.08,0.24,,,,,,,,,,,
33105009,0.015,4,4,4,4,0.10,0.26,13.40,0.14,2.61,62.5,2.08,0.19,,,,,,,,,,,
33105010,0,0,0,0,0,0.00,0.26,0.00,0.14,2.73,73.0,2.08,0.2,,,,,,,,,,,
33105011,0.134,4,4,3,2,0.61,0.26,15.50,0.14,2.17,37.6,2.08,0.46,,,,,,,,,,,
33105012,0.082,4,3,3,2,0.36,0.26,16.20,0.14,2.09,50.9,2.08,0.35,,,,,,,,,,,
33105013,0.012,4,4,4,4,0.00,0.26,16.10,0.14,2.12,64.5,2.08,0.25,,,,,,,,,,,
33105014,0.234,2,3,3,3,0.92,0.26,17.00,0.14,1.93,18.9,2.08,0.57,,,,,,,,,,,
33105015,0.228,4,4,3,2,0.75,0.26,19.00,0.14,1.70,32.9,2.08,0.75,,,,,,,,,,,
33105016,0.14,4,3,3,2,0.42,0.26,20.10,0.14,1.59,50.0,2.08,0.44,,,,,,,,,,,
33105017,0,0,0,0,0,0.00,0.26,0.00,0.14,1.63,67.8,2.08,0.17,,,,,,,,,,,
33105018,0.243,0,1,4,4,0.97,0.26,16.90,0.14,1.94,2.1,2.08,0.54,,,,,,,,,,,
33105019,0.322,1,2,4,4,0.99,0.26,20.20,0.14,1.55,8.2,2.08,0.94,,,,,,,,,,,
33105020,0.405,2,3,3,1,0.99,0.26,23.80,0.14,1.24,24.5,2.08,1.41,,,,,,,,,,,
33105021,0.302,4,3,3,1,0.61,0.26,26.10,0.14,1.09,48.1,2.08,0.98,,,,,,,,,,,
33105022,0.283,1,1,4,4,0.96,0.26,18.70,0.14,1.71,16.1,2.08,0.8,,,,,,,,,,,
33105023,0.403,0,1,4,4,1.03,0.26,23.60,0.14,1.25,8.3,2.08,1.5,,,,,,,,,,,
33105024,0.527,2,4,4,4,1.17,0.26,30.80,0.14,0.84,7.6,2.08,2.74,,,,,,,,,,,
33106000,0.049,0,4,4,4,2.00,0.46,1.60,0.14,2.90,0.9,1.13,0.13,,,,,,,,,,,
33106001,0.063,1,4,4,4,2.00,0.46,1.90,0.14,2.51,5.7,1.13,0.11,,,,,,,,,,,
33106002,0.079,3,4,4,4,1.94,0.46,2.20,0.14,2.16,14.5,1.13,0.2,,,,,,,,,,,
33106003,0.078,0,4,4,4,2.00,0.46,2.10,0.14,2.21,4.0,1.13,0.16,,,,,,,,,,,
33106004,0.11,1,4,4,4,2.00,0.46,2.60,0.14,1.81,4.4,1.13,0.23,,,,,,,,,,,
33106005,0.152,2,4,4,4,1.97,0.46,3.20,0.14,1.46,17.2,1.13,0.24,,,,,,,,,,,
33106006,0.143,0,4,4,4,1.99,0.46,3.10,0.14,1.53,10.0,1.13,0.28,,,,,,,,,,,
33106007,0.232,1,4,4,4,2.00,0.46,4.30,0.14,1.10,1.4,1.13,0.29,,,,,,,,,,,
33106008,0.375,2,4,4,4,1.95,0.46,6.20,0.14,0.77,24.8,1.13,0.51,,,,,,,,,,,
33107000,0.027,4,4,4,4,0.67,0.84,10.20,0.07,7.04,1.8,2.86,0.26,,,,,,,,,,,
33107001,0.026,4,4,4,4,0.66,0.84,10.00,0.07,7.16,3.8,2.86,0.35,,,,,,,,,,,
33107002,0.029,4,4,4,4,0.67,0.84,10.60,0.07,6.75,1.5,2.86,0.37,,,,,,,,,,,
33107003,0.032,4,4,4,4,0.67,0.84,11.20,0.07,6.34,1.0,2.86,0.26,,,,,,,,,,,
33107004,0.036,4,4,4,4,0.67,0.84,11.90,0.07,5.95,3.9,2.86,0.38,,,,,,,,,,,
33107005,0.023,4,4,4,4,0.62,0.84,9.70,0.07,7.35,9.2,2.86,0.43,,,,,,,,,,,
33107006,0.026,4,4,4,4,0.64,0.84,10.30,0.07,6.91,7.3,2.86,0.33,,,,,,,,,,,
33107007,0.03,4,4,4,4,0.66,0.84,11.00,0.07,6.48,5.2,2.86,0.37,,,,,,,,,,,
33107008,0.035,4,4,4,4,0.67,0.84,11.70,0.07,6.05,2.8,2.86,0.42,,,,,,,,,,,
33107009,0.039,4,4,4,4,0.68,0.84,12.50,0.07,5.64,0.0,2.86,0.36,,,,,,,,,,,
33107010,0.044,4,4,4,4,0.68,0.84,13.40,0.07,5.25,3.2,2.86,0.39,,,,,,,,,,,
33107011,0.023,4,4,4,4,0.59,0.84,10.00,0.07,7.14,12.8,2.86,0.35,,,,,,,,,,,
33107012,0.026,4,4,4,4,0.61,0.84,10.70,0.07,6.68,11.1,2.86,0.33,,,,,,,,,,,
33107013,0.031,4,4,4,4,0.63,0.84,11.40,0.07,6.23,9.1,2.86,0.38,,,,,,,,,,,
33107014,0.036,4,4,4,4,0.66,0.84,12.20,0.07,5.79,6.9,2.86,0.38,,,,,,,,,,,
33107015,0.043,4,4,4,4,0.68,0.84,13.10,0.07,5.36,4.3,2.86,0.45,,,,,,,,,,,
33107016,0.049,4,4,4,4,0.68,0.84,14.20,0.07,4.94,1.2,2.86,0.52,,,,,,,,,,,
33107017,0.056,4,4,4,4,0.69,0.84,15.30,0.07,4.54,2.4,2.86,0.67,,,,,,,,,,,
33107018,0.031,4,4,4,4,0.59,0.84,11.80,0.07,6.02,13.4,2.86,0.36,,,,,,,,,,,
33107019,0.036,4,4,4,4,0.62,0.84,12.70,0.07,5.57,11.4,2.86,0.48,,,,,,,,,,,
33107020,0.044,4,4,4,4,0.65,0.84,13.70,0.07,5.12,9.1,2.86,0.43,,,,,,,,,,,
33107021,0.053,4,4,4,4,0.68,0.84,14.90,0.07,4.68,6.3,2.86,0.53,,,,,,,,,,,
33107022,0.062,4,4,4,4,0.70,0.84,16.30,0.07,4.25,2.9,2.86,0.6,,,,,,,,,,,
33107023,0.072,4,4,4,4,0.71,0.84,17.80,0.07,3.84,1.1,2.86,0.71,,,,,,,,,,,
33107024,0.084,4,4,4,4,0.72,0.84,19.50,0.07,3.46,6.2,2.86,0.94,,,,,,,,,,,
33107025,0.036,4,4,4,4,0.57,0.84,13.10,0.07,5.38,16.2,2.86,0.48,,,,,,,,,,,
33107026,0.043,4,4,4,4,0.60,0.84,14.30,0.07,4.91,14.3,2.86,0.56,,,,,,,,,,,
33107027,0.053,4,4,4,4,0.64,0.84,15.60,0.07,4.45,11.9,2.86,0.61,,,,,,,,,,,
33107028,0.066,4,4,4,4,0.68,0.84,17.20,0.07,4.00,8.9,2.86,0.72,,,,,,,,,,,
33107029,0.08,4,4,4,4,0.71,0.84,19.00,0.07,3.56,5.3,2.86,0.87,,,,,,,,,,,
33107030,0.096,4,4,4,4,0.73,0.84,21.20,0.07,3.14,0.6,2.86,0.97,,,,,,,,,,,
33107031,0.113,4,4,4,4,0.75,0.84,23.70,0.07,2.75,5.4,2.86,1.28,,,,,,,,,,,
33107032,0.041,4,4,4,4,0.55,0.84,14.70,0.07,4.75,19.9,2.86,0.63,,,,,,,,,,,
33107033,0.051,4,4,4,4,0.58,0.84,16.20,0.07,4.27,18.0,2.86,0.61,,,,,,,,,,,
33107034,0.064,4,4,4,4,0.62,0.84,18.00,0.07,3.80,15.7,2.86,0.75,,,,,,,,,,,
33107035,0.082,4,4,4,4,0.68,0.84,20.20,0.07,3.33,12.7,2.86,0.89,,,,,,,,,,,
33107036,0.106,4,4,4,4,0.74,0.84,22.80,0.07,2.88,8.7,2.86,1.25,,,,,,,,,,,
33107037,0.129,4,4,4,4,0.78,0.84,25.90,0.07,2.45,3.4,2.86,1.65,,,,,,,,,,,
33107038,0.154,4,4,4,4,0.82,0.84,29.70,0.07,2.04,4.2,2.86,2.11,,,,,,,,,,,
33107039,0.058,4,4,4,4,0.54,0.84,18.60,0.07,3.65,23.1,2.86,0.74,,,,,,,,,,,
33107040,0.076,4,4,4,4,0.59,0.84,21.10,0.07,3.17,21.0,2.86,0.91,,,,,,,,,,,
33107041,0.101,4,4,4,4,0.66,0.84,24.10,0.07,2.69,18.3,2.86,1.07,,,,,,,,,,,
33107042,0.137,4,4,4,4,0.78,0.84,28.00,0.07,2.22,14.3,2.86,1.67,,,,,,,,,,,
33107043,0.17,4,4,4,4,0.88,0.84,33.00,0.07,1.76,8.3,2.86,2.55,,,,,,,,,,,
33107044,0.19,4,4,4,4,1.03,0.84,39.40,0.07,1.34,1.7,2.86,3.56,,,,,,,,,,,
33107045,0.163,4,4,4,4,1.36,0.84,47.10,0.07,0.99,19.6,2.86,4.43,,,,,,,,,,,
33107046,0.062,4,4,4,4,0.48,0.84,21.60,0.07,3.08,30.1,2.86,0.92,,,,,,,,,,,
33107047,0.082,4,4,4,4,0.53,0.84,25.00,0.07,2.58,28.9,2.86,1.18,,,,,,,,,,,
33107048,0.111,4,4,4,4,0.63,0.84,29.40,0.07,2.09,27.2,2.86,1.74,,,,,,,,,,,
33107049,0.153,4,4,4,4,0.82,0.84,35.40,0.07,1.59,24.4,2.86,2.68,,,,,,,,,,,
33107050,0.176,4,4,4,4,1.21,0.84,44.30,0.07,1.11,19.2,2.86,3.68,,,,,,,,,,,
33107051,0.081,4,4,4,4,2.96,0.84,57.90,0.07,0.65,6.3,2.86,3.2,,,,,,,,,,,
33107052,0.053,4,4,4,4,0.36,0.84,25.10,0.07,2.57,40.0,2.86,0.98,,,,,,,,,,,
33107053,0.064,4,4,4,4,0.39,0.84,29.60,0.07,2.07,41.0,2.86,1.2,,,,,,,,,,,
33107054,0.075,4,4,4,4,0.47,0.84,36.00,0.07,1.57,42.6,2.86,1.86,,,,,,,,,,,
33107055,0.062,4,4,4,4,0.79,0.84,45.70,0.07,1.08,45.6,2.86,2.09,,,,,,,,,,,
33107056,0,0,0,0,0,0.00,0.84,0.00,0.07,1.70,59.6,2.86,0.72,,,,,,,,,,,
33108000,0.247,0,0,0,0,0.92,0.30,15.70,0.14,1.69,5.8,1.89,0.32,,,,,,,,,,,
33108001,0.322,2,2,2,0,0.91,0.30,18.70,0.14,1.36,20.0,1.89,0.61,,,,,,,,,,,
33108002,0.207,0,1,2,2,0.88,0.30,14.50,0.14,1.87,16.3,1.89,0.36,,,,,,,,,,,
33108003,0.314,0,1,1,1,0.93,0.30,18.10,0.14,1.41,9.5,1.89,0.38,,,,,,,,,,,
33108004,0.458,1,2,2,1,0.99,0.30,23.50,0.14,0.99,3.6,1.89,0.37,,,,,,,,,,,
33108005,0,0,0,0,0,0.00,0.30,0.00,0.14,0.68,31.5,1.89,1.1,,,,,,,,,,,
33108006,0.171,0,3,4,4,0.67,0.30,15.30,0.14,1.77,31.8,1.89,0.53,,,,,,,,,,,
33108007,0.305,0,2,2,1,0.79,0.30,19.70,0.14,1.27,30.1,1.89,0.62,,,,,,,,,,,
33108008,0.563,1,2,2,1,1.02,0.30,27.50,0.14,0.77,26.3,1.89,1.73,,,,,,,,,,,
33108009,0.065,0,0,2,4,0.39,0.30,12.30,0.14,2.29,45.3,1.89,0.2,,,,,,,,,,,
33108010,0.087,0,0,4,4,0.36,0.30,15.10,0.14,1.80,47.9,1.89,0.25,,,,,,,,,,,
33108011,0.111,0,0,4,4,0.31,0.30,19.30,0.14,1.31,52.4,1.89,0.65,,,,,,,,,,,
33108012,0.024,0,0,0,4,0.21,0.30,9.90,0.14,2.89,53.5,1.89,0.09,,,,,,,,,,,
33108013,0.022,0,0,0,4,0.15,0.30,11.70,0.14,2.42,57.1,1.89,0.18,,,,,,,,,,,
33108014,0.007,0,0,0,4,0.00,0.30,14.10,0.14,1.96,62.3,1.89,0.12,,,,,,,,,,,
33108015,0.008,0,0,0,0,0.10,0.30,8.20,0.14,3.54,58.8,1.89,0.08,,,,,,,,,,,
33108016,0,0,0,0,0,0.00,0.30,0.00,0.14,3.08,62.4,1.89,0.09,,,,,,,,,,,
33108017,0,0,0,0,0,0.00,0.30,0.00,0.14,2.64,67.2,1.89,0.09,,,,,,,,,,,
33108018,0,0,0,0,0,0.00,0.30,0.00,0.14,2.23,73.9,1.89,0.15,,,,,,,,,,,
33108019,0,0,0,0,0,0.00,0.30,0.00,0.14,3.33,70.1,1.89,0.06,,,,,,,,,,,
33108020,0,0,0,0,0,0.00,0.30,0.00,0.14,2.93,75.6,1.89,0.07,,,,,,,,,,,
33109000,0.024,0,0,0,0,0.66,0.84,10.70,0.08,7.64,0.3,3.04,0.12,,,,,,,,,,,
33109001,0.027,0,0,0,0,0.66,0.84,11.30,0.08,7.24,2.0,3.04,0.12,,,,,,,,,,,
33109002,0.023,0,0,2,2,0.65,0.84,10.50,0.08,7.79,5.4,3.04,0.13,,,,,,,,,,,
33109003,0.026,0,0,1,1,0.66,0.84,11.10,0.08,7.36,3.4,3.04,0.12,,,,,,,,,,,
33109004,0.029,0,0,0,0,0.66,0.84,11.70,0.08,6.95,1.2,3.04,0.1,,,,,,,,,,,
33109005,0.032,0,0,0,0,0.66,0.84,12.40,0.08,6.54,1.3,3.04,0.12,,,,,,,,,,,
33109006,0.036,0,0,0,0,0.66,0.84,13.10,0.08,6.15,4.1,3.04,0.13,,,,,,,,,,,
33109007,0.024,0,0,2,3,0.64,0.84,10.80,0.08,7.55,8.7,3.04,0.16,,,,,,,,,,,
33109008,0.027,0,0,2,2,0.65,0.84,11.50,0.08,7.11,6.8,3.04,0.11,,,,,,,,,,,
33109009,0.031,0,0,2,2,0.66,0.84,12.20,0.08,6.67,4.8,3.04,0.15,,,,,,,,,,,
33109010,0.035,0,1,1,1,0.66,0.84,12.90,0.08,6.25,2.4,3.04,0.12,,,,,,,,,,,
33109011,0.039,0,0,0,0,0.67,0.84,13.80,0.08,5.84,0.3,3.04,0.11,,,,,,,,,,,
33109012,0.044,0,0,0,0,0.67,0.84,14.70,0.08,5.45,3.5,3.04,0.13,,,,,,,,,,,
33109013,0.025,0,0,4,4,0.63,0.84,11.10,0.08,7.33,12.2,3.04,0.17,,,,,,,,,,,
33109014,0.028,0,0,4,4,0.64,0.84,11.80,0.08,6.88,10.5,3.04,0.17,,,,,,,,,,,
33109015,0.032,0,0,3,3,0.65,0.84,12.60,0.08,6.43,8.6,3.04,0.14,,,,,,,,,,,
33109016,0.037,0,1,2,2,0.66,0.84,13.50,0.08,5.99,6.4,3.04,0.19,,,,,,,,,,,
33109017,0.043,0,1,1,1,0.67,0.84,14.40,0.08,5.56,3.8,3.04,0.11,,,,,,,,,,,
33109018,0.049,0,0,0,0,0.67,0.84,15.50,0.08,5.14,0.8,3.04,0.13,,,,,,,,,,,
33109019,0.056,0,0,0,0,0.68,0.84,16.70,0.08,4.75,2.6,3.04,0.14,,,,,,,,,,,
33109020,0.029,1,1,4,4,0.62,0.84,12.20,0.08,6.68,14.4,3.04,0.22,,,,,,,,,,,
33109021,0.033,1,1,4,4,0.63,0.84,13.00,0.08,6.21,12.7,3.04,0.18,,,,,,,,,,,
33109022,0.039,0,1,4,4,0.64,0.84,14.00,0.08,5.76,10.7,3.04,0.26,,,,,,,,,,,
33109023,0.045,0,3,3,3,0.66,0.84,15.10,0.08,5.31,8.4,3.04,0.28,,,,,,,,,,,
33109024,0.053,0,2,2,2,0.68,0.84,16.30,0.08,4.87,5.6,3.04,0.28,,,,,,,,,,,
33109025,0.062,0,1,1,1,0.68,0.84,17.70,0.08,4.45,2.4,3.04,0.26,,,,,,,,,,,
33109026,0.072,0,0,0,0,0.69,0.84,19.20,0.08,4.04,1.5,3.04,0.23,,,,,,,,,,,
33109027,0.083,0,0,0,0,0.70,0.84,21.00,0.08,3.66,6.3,3.04,0.24,,,,,,,,,,,
33109028,0.034,2,2,4,4,0.61,0.84,13.40,0.08,6.03,17.0,3.04,0.25,,,,,,,,,,,
33109029,0.04,2,4,4,4,0.62,0.84,14.40,0.08,5.56,15.3,3.04,0.22,,,,,,,,,,,
33109030,0.047,1,4,4,4,0.64,0.84,15.60,0.08,5.10,13.4,3.04,0.34,,,,,,,,,,,
33109031,0.056,0,3,3,3,0.66,0.84,17.00,0.08,4.64,11.0,3.04,0.37,,,,,,,,,,,
33109032,0.067,1,3,3,3,0.68,0.84,18.60,0.08,4.19,8.1,3.04,0.39,,,,,,,,,,,
33109033,0.08,2,2,2,2,0.70,0.84,20.50,0.08,3.76,4.5,3.04,0.4,,,,,,,,,,,
33109034,0.096,1,1,1,1,0.71,0.84,22.60,0.08,3.34,0.0,3.04,0.29,,,,,,,,,,,
33109035,0.113,0,0,0,0,0.73,0.84,25.10,0.08,2.95,5.7,3.04,0.33,,,,,,,,,,,
33109036,0.047,3,4,4,4,0.61,0.84,16.10,0.08,4.93,18.7,3.04,0.37,,,,,,,,,,,
33109037,0.057,2,4,4,4,0.63,0.84,17.70,0.08,4.45,16.8,3.04,0.4,,,,,,,,,,,
33109038,0.07,2,4,4,4,0.66,0.84,19.50,0.08,3.98,14.5,3.04,0.48,,,,,,,,,,,
33109039,0.086,3,3,3,3,0.69,0.84,21.70,0.08,3.52,11.5,3.04,0.6,,,,,,,,,,,
33109040,0.107,2,2,2,2,0.72,0.84,24.30,0.08,3.08,7.6,3.04,0.51,,,,,,,,,,,
33109041,0.13,1,1,1,1,0.75,0.84,27.30,0.08,2.65,2.4,3.04,0.58,,,,,,,,,,,
33109042,0.156,0,0,0,0,0.78,0.84,30.90,0.08,2.25,4.7,3.04,0.6,,,,,,,,,,,
33109043,0.056,4,4,4,4,0.60,0.84,18.20,0.08,4.31,23.1,3.04,0.37,,,,,,,,,,,
33109044,0.069,4,4,4,4,0.62,0.84,20.20,0.08,3.83,21.4,3.04,0.5,,,,,,,,,,,
33109045,0.087,4,4,4,4,0.65,0.84,22.70,0.08,3.35,19.3,3.04,0.73,,,,,,,,,,,
33109046,0.11,4,4,4,4,0.69,0.84,25.70,0.08,2.87,16.4,3.04,1.05,,,,,,,,,,,
33109047,0.142,3,3,2,1,0.75,0.84,29.40,0.08,2.41,12.4,3.04,1.14,,,,,,,,,,,
33109048,0.177,2,2,2,2,0.82,0.84,34.10,0.08,1.96,6.5,3.04,1.68,,,,,,,,,,,
33109049,0.211,1,1,1,4,0.92,0.84,39.80,0.08,1.54,2.7,3.04,1.49,,,,,,,,,,,
33109050,0.223,2,2,4,4,1.03,0.84,46.30,0.08,1.19,17.8,3.04,2.71,,,,,,,,,,,
33109051,0.082,4,4,4,4,0.59,0.84,23.30,0.08,3.24,27.8,3.04,0.66,,,,,,,,,,,
33109052,0.105,4,4,4,4,0.63,0.84,26.70,0.08,2.74,26.3,3.04,1.15,,,,,,,,,,,
33109053,0.137,4,4,4,4,0.70,0.84,30.90,0.08,2.25,24.1,3.04,1.55,,,,,,,,,,,
33109054,0.18,4,4,4,4,0.80,0.84,36.60,0.08,1.77,20.8,3.04,2.25,,,,,,,,,,,
33109055,0.222,3,3,4,4,0.99,0.84,44.30,0.08,1.29,14.9,3.04,3.08,,,,,,,,,,,
33109056,0.225,3,4,4,4,1.37,0.84,54.70,0.08,0.84,2.6,3.04,4.14,,,,,,,,,,,
33109057,0.119,4,4,4,4,2.29,0.84,66.90,0.08,0.51,30.2,3.04,2.87,,,,,,,,,,,
33109058,0.091,4,4,4,4,0.54,0.84,27.00,0.08,2.70,36.8,3.04,1.14,,,,,,,,,,,
33109059,0.116,4,4,4,4,0.59,0.84,31.60,0.08,2.20,36.9,3.04,1.43,,,,,,,,,,,
33109060,0.147,4,4,4,4,0.67,0.84,37.70,0.08,1.71,37.2,3.04,2.02,,,,,,,,,,,
33109061,0.177,4,4,4,4,0.86,0.84,46.50,0.08,1.21,37.7,3.04,2.74,,,,,,,,,,,
33109062,0.152,4,4,4,4,1.50,0.84,60.10,0.08,0.71,38.9,3.04,2.83,,,,,,,,,,,
33109063,0.081,4,4,4,4,0.43,0.84,31.00,0.08,2.27,49.7,3.04,1.18,,,,,,,,,,,
33109064,0.09,4,4,4,4,0.44,0.84,36.80,0.08,1.79,53.4,3.04,1.35,,,,,,,,,,,
33109065,0.081,4,4,4,4,0.45,0.84,44.80,0.08,1.32,60.0,3.04,1.29,,,,,,,,,,,
33110000,0.032,4,4,4,4,1.08,0.20,8.80,0.09,5.54,1.4,2.19,0.07,,,,,,,,,,,
33110001,0.03,4,4,4,4,1.07,0.20,8.60,0.09,5.68,5.7,2.19,0.07,,,,,,,,,,,
33110002,0.035,4,4,4,4,1.08,0.20,9.30,0.09,5.25,2.9,2.19,0.11,,,,,,,,,,,
33110003,0.04,4,4,4,4,1.08,0.20,10.00,0.09,4.84,0.3,2.19,0.08,,,,,,,,,,,
33110004,0.031,4,4,4,4,1.02,0.20,9.00,0.09,5.44,10.2,2.19,0.07,,,,,,,,,,,
33110005,0.037,4,4,4,4,1.06,0.20,9.70,0.09,5.00,7.7,2.19,0.1,,,,,,,,,,,
33110006,0.044,4,4,4,4,1.09,0.20,10.60,0.09,4.56,4.7,2.19,0.1,,,,,,,,,,,
33110007,0.053,4,4,4,4,1.10,0.20,11.70,0.09,4.14,1.1,2.19,0.11,,,,,,,,,,,
33110008,0.062,4,4,4,4,1.11,0.20,12.80,0.09,3.74,3.3,2.19,0.18,,,,,,,,,,,
33110009,0.031,4,4,4,4,0.96,0.20,9.30,0.09,5.24,15.1,2.19,0.1,,,,,,,,,,,
33110010,0.038,4,4,4,4,1.00,0.20,10.20,0.09,4.78,13.0,2.19,0.08,,,,,,,,,,,
33110011,0.047,4,4,4,4,1.05,0.20,11.20,0.09,4.32,10.4,2.19,0.14,,,,,,,,,,,
33110012,0.058,4,4,4,4,1.10,0.20,12.40,0.09,3.88,7.2,2.19,0.13,,,,,,,,,,,
33110013,0.071,4,4,4,4,1.12,0.20,13.80,0.09,3.45,3.2,2.19,0.18,,,,,,,,,,,
33110014,0.086,4,4,4,4,1.13,0.20,15.60,0.09,3.04,1.9,2.19,0.17,,,,,,,,,,,
33110015,0.047,4,4,4,4,0.98,0.20,11.70,0.09,4.13,16.7,2.19,0.1,,,,,,,,,,,
33110016,0.06,4,4,4,4,1.03,0.20,13.10,0.09,3.66,14.1,2.19,0.14,,,,,,,,,,,
33110017,0.078,4,4,4,4,1.10,0.20,14.80,0.09,3.21,10.7,2.19,0.19,,,,,,,,,,,
33110018,0.099,4,4,4,4,1.15,0.20,17.00,0.09,2.76,6.3,2.19,0.23,,,,,,,,,,,
33110019,0.125,4,4,4,4,1.19,0.20,19.60,0.09,2.34,0.2,2.19,0.25,,,,,,,,,,,
33110020,0.057,4,4,4,4,0.93,0.20,13.70,0.09,3.51,21.7,2.19,0.14,,,,,,,,,,,
33110021,0.076,4,4,4,4,1.00,0.20,15.70,0.09,3.03,19.3,2.19,0.11,,,,,,,,,,,
33110022,0.104,4,4,4,4,1.10,0.20,18.30,0.09,2.55,16.1,2.19,0.26,,,,,,,,,,,
33110023,0.142,4,4,4,4,1.21,0.20,21.70,0.09,2.09,11.4,2.19,0.39,,,,,,,,,,,
33110024,0.184,4,4,4,4,1.31,0.20,26.30,0.09,1.65,4.1,2.19,0.69,,,,,,,,,,,
33110025,0.222,4,4,4,4,1.48,0.20,32.40,0.09,1.25,8.1,2.19,0.98,,,,,,,,,,,
33110026,0.067,4,4,4,4,0.85,0.20,16.20,0.09,2.92,28.7,2.19,0.2,,,,,,,,,,,
33110027,0.092,4,4,4,4,0.93,0.20,19.10,0.09,2.43,27.2,2.19,0.29,,,,,,,,,,,
33110028,0.133,4,4,4,4,1.07,0.20,23.20,0.09,1.93,25.0,2.19,0.26,,,,,,,,,,,
33110029,0.197,4,4,3,2,1.35,0.20,29.30,0.09,1.45,21.2,2.19,0.61,,,,,,,,,,,
33110030,0.229,4,4,4,4,1.76,0.20,38.70,0.09,0.97,13.6,2.19,1.18,,,,,,,,,,,
33110031,0.091,4,4,4,4,0.76,0.20,23.80,0.09,1.90,39.9,2.19,0.38,,,,,,,,,,,
33110032,0.124,4,4,4,4,0.93,0.20,30.40,0.09,1.40,41.3,2.19,0.48,,,,,,,,,,,
33110033,0.136,4,4,4,4,1.79,0.20,42.00,0.09,0.91,44.2,2.19,1.06,,,,,,,,,,,
33110034,0.02,4,4,4,4,0.24,0.20,28.80,0.09,1.53,60.3,2.19,0.23,,,,,,,,,,,
33111000,0.011,0,0,0,0,3.48,0.74,10.20,0.02,6.85,3.3,2.28,0.06,,,,,,,,,,,
33111001,0.011,0,0,0,0,3.53,0.74,10.70,0.02,6.54,0.1,2.28,0.04,,,,,,,,,,,
33111002,0.013,0,0,0,0,3.59,0.74,11.30,0.02,6.15,2.6,2.28,0.08,,,,,,,,,,,
33111003,0.011,0,0,0,0,3.49,0.74,10.40,0.02,6.69,6.1,2.28,0.04,,,,,,,,,,,
33111004,0.012,0,0,0,0,3.57,0.74,11.10,0.02,6.26,3.8,2.28,0.06,,,,,,,,,,,
33111005,0.014,0,0,0,0,3.65,0.74,11.90,0.02,5.85,1.2,2.28,0.07,,,,,,,,,,,
33111006,0.015,0,0,0,0,3.74,0.74,12.80,0.02,5.44,1.8,2.28,0.07,,,,,,,,,,,
33111007,0.017,1,1,1,1,3.84,0.74,13.70,0.02,5.06,5.3,2.28,0.07,,,,,,,,,,,
33111008,0.01,0,0,0,0,3.27,0.74,10.10,0.02,6.91,11.8,2.28,0.06,,,,,,,,,,,
33111009,0.011,0,0,0,0,3.41,0.74,10.80,0.02,6.46,10.0,2.28,0.06,,,,,,,,,,,
33111010,0.013,0,0,0,0,3.57,0.74,11.60,0.02,6.01,7.9,2.28,0.07,,,,,,,,,,,
33111011,0.014,0,0,0,0,3.70,0.74,12.50,0.02,5.58,5.4,2.28,0.06,,,,,,,,,,,
33111012,0.016,0,0,0,0,3.82,0.74,13.50,0.02,5.15,2.6,2.28,0.09,,,,,,,,,,,
33111013,0.018,0,0,0,0,3.96,0.74,14.60,0.02,4.74,0.7,2.28,0.1,,,,,,,,,,,
33111014,0.02,1,1,1,1,4.12,0.74,15.80,0.02,4.35,4.7,2.28,0.12,,,,,,,,,,,
33111015,0.013,0,0,0,0,3.46,0.74,12.00,0.02,5.79,12.2,2.28,0.05,,,,,,,,,,,
33111016,0.015,0,0,0,0,3.67,0.74,13.00,0.02,5.34,10.1,2.28,0.07,,,,,,,,,,,
33111017,0.017,0,0,0,0,3.89,0.74,14.20,0.02,4.89,7.5,2.28,0.08,,,,,,,,,,,
33111018,0.019,0,0,0,0,4.07,0.74,15.50,0.02,4.46,4.4,2.28,0.1,,,,,,,,,,,
33111019,0.022,0,0,0,0,4.29,0.74,17.00,0.02,4.04,0.7,2.28,0.1,,,,,,,,,,,
33111020,0.024,1,1,1,1,4.59,0.74,18.70,0.02,3.65,3.8,2.28,0.14,,,,,,,,,,,
33111021,0.015,0,0,0,0,3.54,0.74,13.50,0.02,5.14,15.1,2.28,0.09,,,,,,,,,,,
33111022,0.017,0,0,0,0,3.81,0.74,14.80,0.02,4.68,12.9,2.28,0.1,,,,,,,,,,,
33111023,0.02,0,0,0,0,4.16,0.74,16.30,0.02,4.22,10.2,2.28,0.11,,,,,,,,,,,
