Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
MMRRRPPP,steradians,0 to 4,0 to 4,0 to 4,0 to 4,,0-1,degrees,steradians,meters,degrees,meters,%,,,,,,,,,,,
String (10 char.),Float  (1 decimal),vector 4 components,vector 4 components,vector 4 components,vector 4 components,,Float (2 decimals),Float (2 decimals),Float  (1 decimal),Float (2 decimals),Float (1 decimal),Float (2 decimals),Float (2 decimals),,,,,,,,,,,
27249087,0.09,4,4,4,4,2.48,0.81,18.90,0.10,5.80,1.52,3.5,0.82,,,,,,,,,,,
27249088,0.083,4,4,4,4,2.46,0.81,18.00,0.10,6.11,2.23,3.5,0.87,,,,,,,,,,,
27249089,0.077,4,4,4,4,2.43,0.81,17.20,0.10,6.45,5.59,3.5,0.86,,,,,,,,,,,
27249090,0.07,4,4,4,4,2.40,0.81,16.30,0.10,6.81,8.62,3.5,0.81,,,,,,,,,,,
27249091,0.064,4,4,4,4,2.37,0.81,15.50,0.10,7.18,11.33,3.5,0.72,,,,,,,,,,,
27249092,0.058,4,4,4,4,2.32,0.81,14.80,0.10,7.57,13.77,3.5,0.77,,,,,,,,,,,
27249093,0.123,4,4,4,4,2.30,0.81,25.90,0.10,4.16,31.77,3.5,1.65,,,,,,,,,,,
27249094,0.127,4,4,4,4,2.44,0.81,25.30,0.10,4.25,25.05,3.5,1.58,,,,,,,,,,,
27249095,0.127,4,4,4,4,2.52,0.81,24.40,0.10,4.39,18.70,3.5,1.41,,,,,,,,,,,
27249096,0.122,4,4,4,4,2.55,0.81,23.40,0.10,4.58,12.81,3.5,1.33,,,,,,,,,,,
27249097,0.116,4,4,4,4,2.55,0.81,22.30,0.10,4.82,7.45,3.5,1.25,,,,,,,,,,,
27249098,0.108,4,4,4,4,2.53,0.81,21.30,0.10,5.10,2.63,3.5,1.29,,,,,,,,,,,
27249099,0.1,4,4,4,4,2.51,0.81,20.20,0.10,5.41,1.67,3.5,1.04,,,,,,,,,,,
27249100,0.091,4,4,4,4,2.47,0.81,19.10,0.10,5.74,5.48,3.5,0.86,,,,,,,,,,,
27249101,0.083,4,4,4,4,2.43,0.81,18.10,0.10,6.10,8.86,3.5,1.08,,,,,,,,,,,
27249102,0.075,4,4,4,4,2.39,0.81,17.10,0.10,6.48,11.86,3.5,0.8,,,,,,,,,,,
27249103,0.068,4,4,4,4,2.35,0.81,16.20,0.10,6.87,14.52,3.5,0.93,,,,,,,,,,,
27249104,0.133,4,4,4,4,2.25,0.81,29.50,0.10,3.63,38.69,3.5,2.12,,,,,,,,,,,
27249105,0.144,4,4,4,4,2.45,0.81,28.90,0.10,3.66,30.85,3.5,1.9,,,,,,,,,,,
27249106,0.148,4,4,4,1,2.58,0.81,28.00,0.10,3.76,23.28,3.5,2,,,,,,,,,,,
27249107,0.146,4,4,4,4,2.63,0.81,26.80,0.10,3.92,16.22,3.5,1.86,,,,,,,,,,,
27249108,0.139,4,4,4,4,2.63,0.81,25.50,0.10,4.14,9.80,3.5,1.67,,,,,,,,,,,
27249109,0.131,4,4,4,4,2.62,0.81,24.20,0.10,4.40,4.09,3.5,1.39,,,,,,,,,,,
27249110,0.12,4,4,4,4,2.58,0.81,22.80,0.10,4.70,0.94,3.5,1.38,,,,,,,,,,,
27249111,0.11,4,4,4,4,2.53,0.81,21.50,0.10,5.04,5.34,3.5,1.24,,,,,,,,,,,
27249112,0.099,4,4,4,4,2.48,0.81,20.20,0.10,5.39,9.17,3.5,1.09,,,,,,,,,,,
27249113,0.089,4,4,4,4,2.43,0.81,19.00,0.10,5.77,12.52,3.5,0.85,,,,,,,,,,,
27249114,0.08,4,4,4,4,2.38,0.81,17.90,0.10,6.17,15.44,3.5,0.79,,,,,,,,,,,
27249115,0.13,4,4,4,4,2.14,0.81,33.60,0.10,3.17,47.79,3.5,2.51,,,,,,,,,,,
27249116,0.153,4,4,4,4,2.45,0.81,33.30,0.10,3.13,38.72,3.5,2.73,,,,,,,,,,,
27249117,0.167,4,4,3,2,2.67,0.81,32.50,0.10,3.17,29.64,3.5,2.53,,,,,,,,,,,
27249118,0.17,4,4,4,4,2.75,0.81,31.20,0.10,3.28,20.99,3.5,2.2,,,,,,,,,,,
27249119,0.166,4,4,4,4,2.76,0.81,29.60,0.10,3.47,13.09,3.5,2.14,,,,,,,,,,,
27249120,0.157,4,4,4,4,2.74,0.81,27.90,0.10,3.71,6.09,3.5,1.99,,,,,,,,,,,
27249121,0.146,4,4,4,4,2.69,0.81,26.20,0.10,4.00,0.03,3.5,1.68,,,,,,,,,,,
27249122,0.133,4,4,4,4,2.62,0.81,24.50,0.10,4.33,5.15,3.5,1.38,,,,,,,,,,,
27249123,0.12,4,4,4,4,2.55,0.81,22.90,0.10,4.69,9.58,3.5,1.43,,,,,,,,,,,
27249124,0.107,4,4,4,4,2.48,0.81,21.40,0.10,5.07,13.36,3.5,1.23,,,,,,,,,,,
27249125,0.095,4,4,4,4,2.42,0.81,20.00,0.10,5.47,16.59,3.5,1.29,,,,,,,,,,,
27249126,0.101,4,4,4,4,1.90,0.81,38.00,0.10,2.82,59.54,3.5,2.31,,,,,,,,,,,
27249127,0.142,4,4,4,4,2.40,0.81,38.70,0.10,2.68,49.51,3.5,2.41,,,,,,,,,,,
27249128,0.174,4,4,4,4,2.78,0.81,38.20,0.10,2.63,38.76,3.5,3.09,,,,,,,,,,,
27249129,0.189,4,4,4,4,2.94,0.81,36.90,0.10,2.68,27.99,3.5,2.92,,,,,,,,,,,
27249130,0.192,4,4,4,4,2.98,0.81,35.10,0.10,2.81,17.92,3.5,2.77,,,,,,,,,,,
27249131,0.187,4,4,4,4,2.94,0.81,32.90,0.10,3.02,9.01,3.5,2.9,,,,,,,,,,,
27249132,0.176,4,4,4,4,2.86,0.81,30.70,0.10,3.30,1.43,3.5,2.35,,,,,,,,,,,
27249133,0.161,4,4,4,4,2.76,0.81,28.50,0.10,3.62,4.89,3.5,2.18,,,,,,,,,,,
27249134,0.145,4,4,4,4,2.66,0.81,26.40,0.10,3.98,10.13,3.5,1.94,,,,,,,,,,,
27249135,0.129,4,4,4,4,2.56,0.81,24.40,0.10,4.37,14.47,3.5,1.61,,,,,,,,,,,
27249136,0.114,4,4,4,2,2.47,0.81,22.60,0.10,4.78,18.08,3.5,1.44,,,,,,,,,,,
27249137,0.032,4,4,4,4,1.59,0.81,41.80,0.10,2.61,73.86,3.5,1.1,,,,,,,,,,,
27249138,0.087,4,4,4,4,2.24,0.81,44.30,0.10,2.36,63.90,3.5,2.24,,,,,,,,,,,
27249139,0.143,4,4,4,4,2.92,0.81,45.20,0.10,2.19,52.01,3.5,2.92,,,,,,,,,,,
27249140,0.183,4,4,4,4,3.30,0.81,44.40,0.10,2.13,38.82,3.5,3.72,,,,,,,,,,,
27249141,0.204,4,4,4,4,3.39,0.81,42.40,0.10,2.19,25.60,3.5,4.06,,,,,,,,,,,
27249142,0.21,4,4,4,4,3.33,0.81,39.70,0.10,2.35,13.63,3.5,3.75,,,,,,,,,,,
27249143,0.205,4,4,4,4,3.18,0.81,36.80,0.10,2.60,3.58,3.5,3.24,,,,,,,,,,,
27249144,0.192,4,4,4,4,3.01,0.81,33.80,0.10,2.91,4.51,3.5,2.66,,,,,,,,,,,
27249145,0.175,4,4,4,4,2.84,0.81,31.00,0.10,3.28,10.91,3.5,2.39,,,,,,,,,,,
27249146,0.156,4,4,4,4,2.69,0.81,28.30,0.10,3.67,16.00,3.5,2.13,,,,,,,,,,,
27249147,0.137,4,4,4,4,2.55,0.81,26.00,0.10,4.09,20.07,3.5,1.83,,,,,,,,,,,
27249148,0.119,4,4,4,4,2.42,0.81,23.90,0.10,4.52,23.37,3.5,1.56,,,,,,,,,,,
27249149,0.042,4,4,4,4,3.69,0.81,52.20,0.10,1.92,70.32,3.5,1.44,,,,,,,,,,,
27249150,0.114,4,4,4,4,4.12,0.81,53.70,0.10,1.71,55.92,3.5,3.13,,,,,,,,,,,
27249151,0.168,4,4,4,4,4.34,0.81,52.30,0.10,1.63,38.92,3.5,4.47,,,,,,,,,,,
27249152,0.202,4,4,4,4,4.19,0.81,49.20,0.10,1.70,21.84,3.5,4.6,,,,,,,,,,,
27249153,0.217,4,4,4,4,3.86,0.81,45.30,0.10,1.91,7.29,3.5,4.3,,,,,,,,,,,
27249154,0.216,4,4,4,4,3.49,0.81,41.20,0.10,2.21,3.87,3.5,3.99,,,,,,,,,,,
27249155,0.204,4,4,4,4,3.17,0.81,37.20,0.10,2.57,12.13,3.5,3.44,,,,,,,,,,,
27249156,0.185,4,4,4,4,2.90,0.81,33.60,0.10,2.98,18.25,3.5,2.82,,,,,,,,,,,
27249157,0.164,4,4,4,4,2.69,0.81,30.40,0.10,3.40,22.86,3.5,2.43,,,,,,,,,,,
27249158,0.141,4,4,4,4,2.50,0.81,27.50,0.10,3.85,26.43,3.5,2.04,,,,,,,,,,,
27249159,0.036,4,4,4,4,10.67,0.81,64.10,0.10,1.24,62.85,3.5,1.44,,,,,,,,,,,
27249160,0.113,4,4,4,4,7.33,0.81,62.20,0.10,1.13,39.10,3.5,3.92,,,,,,,,,,,
27249161,0.17,4,4,4,4,5.89,0.81,57.50,0.10,1.23,15.15,3.5,4.75,,,,,,,,,,,
27249162,0.203,4,4,4,4,4.73,0.81,51.80,0.10,1.50,2.64,3.5,4.74,,,,,,,,,,,
27249163,0.214,4,4,4,4,3.90,0.81,46.10,0.10,1.87,14.26,3.5,4.09,,,,,,,,,,,
27249164,0.206,4,4,4,4,3.32,0.81,40.90,0.10,2.29,21.86,3.5,3.77,,,,,,,,,,,
27249165,0.188,4,4,4,4,2.92,0.81,36.30,0.10,2.73,27.05,3.5,2.76,,,,,,,,,,,
27249166,0.165,4,4,4,4,2.63,0.81,32.30,0.10,3.20,30.76,3.5,2.27,,,,,,,,,,,
27249167,0.017,3,3,3,4,47.40,0.81,73.90,0.10,0.63,39.56,3.5,1.29,,,,,,,,,,,
27249168,0.098,4,4,4,4,11.02,0.81,67.10,0.10,0.80,0.77,3.5,2.94,,,,,,,,,,,
27249169,0.158,4,4,4,4,6.31,0.81,59.00,0.10,1.17,18.93,3.5,4.39,,,,,,,,,,,
27249170,0.189,4,4,4,4,4.39,0.81,51.30,0.10,1.62,28.51,3.5,4.68,,,,,,,,,,,
27249171,0.193,4,4,4,4,3.42,0.81,44.50,0.10,2.09,33.88,3.5,3.67,,,,,,,,,,,
27249172,0.179,4,3,3,2,2.87,0.81,38.80,0.10,2.57,37.26,3.5,3.98,,,,,,,,,,,
27249173,0.077,4,4,4,4,10.01,0.81,65.90,0.10,1.00,43.94,3.5,2.55,,,,,,,,,,,
27249174,0.134,4,4,4,4,4.92,0.81,56.00,0.10,1.49,46.46,3.5,3.99,,,,,,,,,,,
27249175,0.158,4,4,4,4,3.39,0.81,47.60,0.10,1.99,47.72,3.5,4.15,,,,,,,,,,,
27249176,0.05,4,4,4,4,6.09,0.81,58.70,0.10,1.53,65.41,3.5,1.8,,,,,,,,,,,
27249177,0.095,4,4,4,4,3.02,0.81,49.20,0.10,2.02,62.00,3.5,2.67,,,,,,,,,,,
27250000,0.299,0,0,0,0,0.97,0.26,19.70,0.14,1.63,17.44,2.09,0.16,,,,,,,,,,,
27250001,0.254,0,0,0,0,0.98,0.26,17.70,0.14,1.87,2.98,2.09,0.14,,,,,,,,,,,
27250002,0.423,0,0,0,2,1.05,0.26,25.00,0.14,1.18,8.66,2.09,0.24,,,,,,,,,,,
27250003,0.335,0,0,0,0,1.00,0.26,21.10,0.14,1.49,8.26,2.09,0.22,,,,,,,,,,,
27250004,0.243,1,1,1,0,0.93,0.26,17.60,0.14,1.89,18.72,2.09,0.21,,,,,,,,,,,
27250005,0.531,0,0,0,2,1.23,0.26,32.80,0.14,0.78,9.85,2.09,1.27,,,,,,,,,,,
27250006,0.412,0,0,0,1,1.00,0.26,24.70,0.14,1.20,25.86,2.09,0.48,,,,,,,,,,,
27250007,0.231,1,1,1,1,0.75,0.26,19.50,0.14,1.67,33.31,2.09,0.12,,,,,,,,,,,
27250008,0.136,0,0,0,0,0.62,0.26,15.90,0.14,2.15,37.47,2.09,0.1,,,,,,,,,,,
27250009,0.088,0,0,0,0,0.54,0.26,13.30,0.14,2.64,40.10,2.09,0.1,,,,,,,,,,,
27250010,0.271,0,0,0,0,0.56,0.26,26.60,0.14,1.09,50.39,2.09,0.25,,,,,,,,,,,
27250011,0.134,0,0,0,0,0.41,0.26,20.50,0.14,1.59,50.73,2.09,0.11,,,,,,,,,,,
27250012,0.082,0,0,0,0,0.36,0.26,16.40,0.14,2.09,50.91,2.09,0.08,,,,,,,,,,,
27250013,0.055,0,0,0,0,0.34,0.26,13.60,0.14,2.59,51.03,2.09,0.08,,,,,,,,,,,
27250014,0.04,0,0,0,0,0.32,0.26,11.60,0.14,3.09,51.10,2.09,0.07,,,,,,,,,,,
27250015,0,0,0,0,0,0.00,0.26,0.00,0.14,1.66,68.30,2.09,0.06,,,,,,,,,,,
27250016,0.012,4,4,4,4,0.00,0.26,16.20,0.14,2.14,64.42,2.09,0.12,,,,,,,,,,,
27250017,0.017,2,2,2,2,0.11,0.26,13.50,0.14,2.63,61.99,2.09,0.06,,,,,,,,,,,
27250018,0.016,0,0,0,0,0.14,0.26,11.50,0.14,3.12,60.31,2.09,0.04,,,,,,,,,,,
27250019,0.015,0,0,0,0,0.16,0.26,10.00,0.14,3.62,59.10,2.09,0.04,,,,,,,,,,,
27250020,0,0,0,0,0,0.00,0.26,0.00,0.14,2.77,72.23,2.09,0.06,,,,,,,,,,,
27250021,0,0,0,0,0,0.00,0.26,0.00,0.14,3.24,69.09,2.09,0.03,,,,,,,,,,,
27250022,0,0,0,0,0,0.00,0.26,0.00,0.14,3.72,66.76,2.09,0.04,,,,,,,,,,,
27250023,0,0,0,0,0,0.00,0.26,0.00,0.14,3.42,77.10,2.09,0.04,,,,,,,,,,,
27250024,0,0,0,0,0,0.00,0.26,0.00,0.14,3.88,73.90,2.09,0.03,,,,,,,,,,,
27251000,0.222,0,4,4,4,1.15,0.28,14.70,0.15,1.81,13.29,1.81,0.57,,,,,,,,,,,
27251001,0.38,1,4,4,1,1.19,0.28,21.20,0.15,1.17,25.14,1.81,1.17,,,,,,,,,,,
27251002,0.318,1,4,4,4,1.21,0.28,18.50,0.15,1.37,4.35,1.81,0.84,,,,,,,,,,,
27251003,0.242,1,4,4,4,1.17,0.28,15.50,0.15,1.70,9.72,1.81,0.54,,,,,,,,,,,
27251004,0.516,4,4,4,4,1.50,0.28,31.10,0.15,0.69,15.48,1.81,3.09,,,,,,,,,,,
27251005,0.434,2,4,4,4,1.28,0.28,23.80,0.15,1.00,12.01,1.81,1.73,,,,,,,,,,,
27251006,0.293,0,4,3,3,1.11,0.28,18.20,0.15,1.42,24.95,1.81,0.74,,,,,,,,,,,
27251007,0.163,0,4,4,2,0.88,0.28,14.40,0.15,1.88,31.78,1.81,0.55,,,,,,,,,,,
27251008,0,0,0,0,0,0.00,0.28,0.00,0.15,0.78,41.62,1.81,1.81,,,,,,,,,,,
27251009,0.214,0,3,3,2,0.68,0.28,20.10,0.15,1.28,45.47,1.81,0.8,,,,,,,,,,,
27251010,0.109,0,4,3,2,0.54,0.28,15.30,0.15,1.77,47.16,1.81,0.33,,,,,,,,,,,
27251011,0.066,0,4,3,2,0.48,0.28,12.20,0.15,2.27,48.11,1.81,0.25,,,,,,,,,,,
27251012,0.044,0,3,3,2,0.44,0.28,10.10,0.15,2.77,48.72,1.81,0.22,,,,,,,,,,,
27251013,0.018,4,4,4,4,0.10,0.28,15.20,0.15,1.81,63.18,1.81,0.23,,,,,,,,,,,
27251014,0.02,4,4,4,4,0.16,0.28,12.20,0.15,2.30,60.65,1.81,0.18,,,,,,,,,,,
27251015,0.018,2,4,4,4,0.19,0.28,10.10,0.15,2.79,59.02,1.81,0.13,,,,,,,,,,,
27251016,0.015,0,4,4,4,0.21,0.28,8.60,0.15,3.29,57.88,1.81,0.16,,,,,,,,,,,
27251017,0,0,0,0,0,0.00,0.28,0.00,0.15,2.43,72.38,1.81,0.17,,,,,,,,,,,
27251018,0,0,0,0,0,0.00,0.28,0.00,0.15,2.90,68.86,1.81,0.14,,,,,,,,,,,
27251019,0,0,0,0,0,0.00,0.28,0.00,0.15,3.38,66.33,1.81,0.13,,,,,,,,,,,
27251020,0,0,0,0,0,0.00,0.28,0.00,0.15,3.09,77.75,1.81,0.13,,,,,,,,,,,
27252000,0.029,0,0,0,0,1.17,0.24,8.10,0.08,5.09,1.12,1.98,0.03,,,,,,,,,,,
27252001,0.038,0,0,0,0,1.18,0.24,9.40,0.08,4.39,0.25,1.98,0.03,,,,,,,,,,,
27252002,0.033,0,0,0,0,1.17,0.24,8.70,0.08,4.71,4.99,1.98,0.04,,,,,,,,,,,
27252003,0.028,0,0,0,0,1.12,0.24,8.10,0.08,5.07,9.09,1.98,0.03,,,,,,,,,,,
27252004,0.051,0,0,0,0,1.20,0.24,11.10,0.08,3.68,0.95,1.98,0.04,,,,,,,,,,,
27252005,0.044,0,0,0,0,1.19,0.24,10.20,0.08,4.01,4.73,1.98,0.07,,,,,,,,,,,
27252006,0.036,0,0,0,0,1.14,0.24,9.40,0.08,4.37,9.52,1.98,0.03,,,,,,,,,,,
27252007,0.03,1,1,1,1,1.07,0.24,8.70,0.08,4.75,13.55,1.98,0.03,,,,,,,,,,,
27252008,0.071,0,0,0,4,1.22,0.24,13.60,0.08,2.98,2.70,1.98,0.06,,,,,,,,,,,
27252009,0.061,0,0,0,0,1.21,0.24,12.30,0.08,3.30,4.35,1.98,0.06,,,,,,,,,,,
27252010,0.05,0,0,0,0,1.16,0.24,11.20,0.08,3.66,10.10,1.98,0.09,,,,,,,,,,,
27252011,0.039,1,1,1,1,1.07,0.24,10.10,0.08,4.05,14.79,1.98,0.07,,,,,,,,,,,
27252012,0.105,0,0,3,4,1.27,0.24,17.30,0.08,2.29,5.53,1.98,0.18,,,,,,,,,,,
27252013,0.088,0,0,0,4,1.25,0.24,15.40,0.08,2.59,3.77,1.98,0.12,,,,,,,,,,,
27252014,0.071,1,1,1,4,1.20,0.24,13.70,0.08,2.95,10.97,1.98,0.09,,,,,,,,,,,
27252015,0.053,1,1,1,3,1.08,0.24,12.20,0.08,3.35,16.53,1.98,0.09,,,,,,,,,,,
27252016,0.04,1,1,1,1,0.98,0.24,10.90,0.08,3.77,20.89,1.98,0.07,,,,,,,,,,,
27252017,0.135,0,0,4,4,1.33,0.24,20.50,0.08,1.89,2.75,1.98,0.26,,,,,,,,,,,
27252018,0.107,0,0,4,3,1.26,0.24,17.60,0.08,2.25,12.37,1.98,0.19,,,,,,,,,,,
27252019,0.074,0,0,1,4,1.09,0.24,15.10,0.08,2.66,19.19,1.98,0.16,,,,,,,,,,,
27252020,0.053,1,1,1,2,0.96,0.24,13.10,0.08,3.09,24.15,1.98,0.07,,,,,,,,,,,
27252021,0.205,3,4,4,4,1.59,0.24,30.00,0.08,1.18,0.52,1.98,1,,,,,,,,,,,
27252022,0.165,0,4,4,4,1.40,0.24,24.30,0.08,1.55,15.05,1.98,0.49,,,,,,,,,,,
27252023,0.108,1,2,3,4,1.13,0.24,19.80,0.08,1.97,23.71,1.98,0.22,,,,,,,,,,,
27252024,0.07,0,0,1,3,0.93,0.24,16.50,0.08,2.43,29.22,1.98,0.12,,,,,,,,,,,
27252025,0.202,4,4,4,4,2.05,0.24,38.30,0.08,0.86,22.13,1.98,1.23,,,,,,,,,,,
27252026,0.146,2,4,4,4,1.22,0.24,28.10,0.08,1.31,32.88,1.98,0.59,,,,,,,,,,,
27252027,0.083,0,0,4,4,0.84,0.24,21.70,0.08,1.80,37.98,1.98,0.29,,,,,,,,,,,
27252028,0.037,4,4,4,4,0.49,0.24,29.80,0.08,1.25,55.19,1.98,0.37,,,,,,,,,,,
27253000,0.391,2,0,0,0,1.47,0.40,10.30,0.20,0.89,29.07,1.3,0.23,,,,,,,,,,,
27253001,0.302,0,0,0,0,1.51,0.40,8.50,0.20,1.09,2.23,1.3,0.16,,,,,,,,,,,
27253002,0.202,0,0,0,0,1.49,0.40,6.60,0.20,1.45,13.96,1.3,0.14,,,,,,,,,,,
27253003,0.478,0,0,0,0,1.50,0.40,11.90,0.20,0.75,20.99,1.3,0.3,,,,,,,,,,,
27253004,0.214,0,0,0,0,1.20,0.40,7.90,0.20,1.21,33.11,1.3,0.13,,,,,,,,,,,
27253005,0.097,0,0,0,0,0.91,0.40,5.70,0.20,1.69,38.47,1.3,0.07,,,,,,,,,,,
27253006,0.051,4,4,4,4,0.29,0.40,8.40,0.20,1.15,57.42,1.3,0.22,,,,,,,,,,,
27253007,0.032,4,4,4,4,0.31,0.40,6.00,0.20,1.65,55.63,1.3,0.19,,,,,,,,,,,
27253008,0.021,4,4,4,4,0.32,0.40,4.60,0.20,2.15,54.67,1.3,0.1,,,,,,,,,,,
27254000,0.278,0,0,4,4,1.45,0.44,3.80,0.19,0.93,37.07,1.14,0.44,,,,,,,,,,,
27254001,0.27,0,0,2,4,1.78,0.44,3.30,0.19,1.07,9.18,1.14,0.25,,,,,,,,,,,
27254002,0.186,0,0,0,4,1.78,0.44,2.60,0.19,1.38,9.18,1.14,0.29,,,,,,,,,,,
27254003,0.47,0,0,4,4,1.78,0.44,5.00,0.19,0.68,11.97,1.14,0.82,,,,,,,,,,,
27254004,0.24,0,0,4,4,1.63,0.44,3.20,0.19,1.11,28.62,1.14,0.22,,,,,,,,,,,
27254005,0.103,0,0,0,4,1.21,0.44,2.30,0.19,1.58,35.67,1.14,0.19,,,,,,,,,,,
27254006,0.078,3,3,4,4,0.49,0.44,3.60,0.19,1.03,55.31,1.14,0.26,,,,,,,,,,,
27254007,0.039,4,4,4,4,0.45,0.44,2.40,0.19,1.52,54.06,1.14,0.17,,,,,,,,,,,
27254008,0.024,4,4,4,4,0.44,0.44,1.80,0.19,2.02,53.42,1.14,0.16,,,,,,,,,,,
27255000,0.05,0,0,0,0,2.00,0.46,1.20,0.15,2.85,1.84,1.11,0.06,,,,,,,,,,,
27255001,0.082,0,0,0,0,2.00,0.46,1.60,0.15,2.15,4.57,1.11,0.11,,,,,,,,,,,
27255002,0.065,0,0,0,0,2.00,0.46,1.40,0.15,2.46,5.12,1.11,0.05,,,,,,,,,,,
27255003,0.154,0,0,0,0,1.99,0.46,2.30,0.15,1.46,9.91,1.11,0.13,,,,,,,,,,,
27255004,0.115,0,0,0,0,2.00,0.46,1.90,0.15,1.76,4.57,1.11,0.08,,,,,,,,,,,
27255005,0.082,0,0,0,0,1.95,0.46,1.60,0.15,2.13,14.45,1.11,0.06,,,,,,,,,,,
27255006,0.249,0,0,0,0,2.00,0.46,3.20,0.15,1.05,3.28,1.11,0.13,,,,,,,,,,,
27255007,0.157,0,0,0,0,1.97,0.46,2.40,0.15,1.43,18.37,1.11,0.1,,,,,,,,,,,
27255008,0.387,0,0,0,0,1.93,0.46,4.60,0.15,0.75,29.51,1.11,0.22,,,,,,,,,,,
27256000,0.005,4,4,0,0,1.37,0.50,-1.10,0.01,8.00,30.13,0.9,0,,,,,,,,,,,
27256001,0.005,4,4,0,0,1.47,0.50,-1.10,0.01,8.09,26.63,0.9,0.01,,,,,,,,,,,
27256002,0.005,4,4,0,0,1.27,0.50,-1.20,0.01,7.45,33.38,0.9,0.01,,,,,,,,,,,
27256003,0.006,4,4,0,0,1.39,0.50,-1.20,0.01,7.51,29.58,0.9,0.01,,,,,,,,,,,
27256004,0.006,4,4,0,0,1.50,0.50,-1.10,0.01,7.60,25.85,0.9,0,,,,,,,,,,,
27256005,0.006,4,4,0,0,1.60,0.50,-1.10,0.01,7.73,22.24,0.9,0,,,,,,,,,,,
27256006,0.006,4,4,0,0,1.68,0.50,-1.10,0.01,7.88,18.74,0.9,0,,,,,,,,,,,
27256007,0.006,4,4,0,0,1.29,0.50,-1.20,0.01,6.95,33.01,0.9,0,,,,,,,,,,,
27256008,0.007,4,4,0,0,1.41,0.50,-1.20,0.01,7.02,28.94,0.9,0.01,,,,,,,,,,,
27256009,0.007,4,4,0,0,1.53,0.50,-1.20,0.01,7.12,24.97,0.9,0.01,,,,,,,,,,,
27256010,0.007,4,4,0,0,1.63,0.50,-1.20,0.01,7.25,21.13,0.9,0.01,,,,,,,,,,,
27256011,0.007,4,4,0,0,1.72,0.50,-1.20,0.01,7.41,17.44,0.9,0,,,,,,,,,,,
27256012,0.007,4,4,0,0,1.80,0.50,-1.10,0.01,7.61,13.92,0.9,0.01,,,,,,,,,,,
27256013,0.007,4,4,4,0,1.16,0.50,-1.30,0.01,6.42,37.03,0.9,0,,,,,,,,,,,
27256014,0.007,4,4,4,0,1.31,0.50,-1.30,0.01,6.45,32.59,0.9,0.01,,,,,,,,,,,
27256015,0.008,4,4,0,0,1.44,0.50,-1.30,0.01,6.52,28.22,0.9,0,,,,,,,,,,,
27256016,0.008,4,4,0,0,1.56,0.50,-1.30,0.01,6.63,23.96,0.9,0,,,,,,,,,,,
27256017,0.008,4,4,0,0,1.67,0.50,-1.30,0.01,6.77,19.86,0.9,0.01,,,,,,,,,,,
27256018,0.009,4,4,0,0,1.76,0.50,-1.20,0.01,6.95,15.96,0.9,0.01,,,,,,,,,,,
27256019,0.008,4,4,0,0,1.84,0.50,-1.20,0.01,7.16,12.26,0.9,0.01,,,,,,,,,,,
27256020,0.008,4,4,0,0,1.91,0.50,-1.20,0.01,7.39,8.78,0.9,0.01,,,,,,,,,,,
27256021,0.007,4,4,4,0,1.01,0.50,-1.50,0.01,5.93,41.74,0.9,0.01,,,,,,,,,,,
27256022,0.008,4,4,4,0,1.17,0.50,-1.50,0.01,5.92,36.90,0.9,0,,,,,,,,,,,
27256023,0.009,4,4,4,0,1.33,0.50,-1.50,0.01,5.96,32.09,0.9,0,,,,,,,,,,,
27256024,0.009,4,4,4,0,1.47,0.50,-1.40,0.01,6.03,27.37,0.9,0.01,,,,,,,,,,,
27256025,0.01,4,4,4,0,1.60,0.50,-1.40,0.01,6.15,22.79,0.9,0.01,,,,,,,,,,,
27256026,0.01,4,4,0,0,1.71,0.50,-1.40,0.01,6.30,18.41,0.9,0.01,,,,,,,,,,,
27256027,0.01,4,4,0,0,1.80,0.50,-1.30,0.01,6.49,14.26,0.9,0,,,,,,,,,,,
27256028,0.01,4,4,0,0,1.88,0.50,-1.30,0.01,6.71,10.37,0.9,0,,,,,,,,,,,
27256029,0.009,4,4,0,0,1.95,0.50,-1.20,0.01,6.96,6.74,0.9,0.01,,,,,,,,,,,
27256030,0.009,4,4,0,0,2.00,0.50,-1.20,0.01,7.24,3.37,0.9,0,,,,,,,,,,,
27256031,0.006,4,4,4,0,0.82,0.50,-1.60,0.01,5.48,47.26,0.9,0.01,,,,,,,,,,,
27256032,0.008,4,4,4,0,1.00,0.50,-1.60,0.01,5.43,42.04,0.9,0.01,,,,,,,,,,,
27256033,0.009,4,4,4,0,1.18,0.50,-1.60,0.01,5.42,36.76,0.9,0,,,,,,,,,,,
27256034,0.01,4,4,4,0,1.35,0.50,-1.60,0.01,5.46,31.50,0.9,0.02,,,,,,,,,,,
27256035,0.011,4,4,4,0,1.50,0.50,-1.60,0.01,5.54,26.37,0.9,0,,,,,,,,,,,
27256036,0.012,4,4,4,0,1.64,0.50,-1.50,0.01,5.67,21.42,0.9,0.01,,,,,,,,,,,
