Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
24049019,0.023,4,4,4,4,4.60,0.74,18.30,0.02,3.776214,6.754649,2.3,0.25,,,,,,,,,,,
24049020,0.021,4,4,4,4,4.39,0.74,17.90,0.02,3.867033,14.13183,2.3,0.22,,,,,,,,,,,
24049021,0.021,3,3,3,3,4.28,0.74,16.40,0.02,4.25037,0.752881,2.3,0.13,,,,,,,,,,,
24049022,0.021,4,4,4,4,4.27,0.74,16.30,0.02,4.273148,5.966094,2.3,0.19,,,,,,,,,,,
24049023,0.019,4,4,4,4,4.10,0.74,16.00,0.02,4.353613,12.525025,2.3,0.2,,,,,,,,,,,
24049024,0.018,3,3,3,3,4.05,0.74,14.70,0.02,4.750331,0.673638,2.3,0.15,,,,,,,,,,,
24049025,0.018,4,4,4,4,4.04,0.74,14.70,0.02,4.770723,5.341929,2.3,0.13,,,,,,,,,,,
24049026,0.017,4,4,4,4,3.90,0.74,14.50,0.02,4.842928,11.242067,2.3,0.13,,,,,,,,,,,
24049027,0.016,3,3,3,3,3.88,0.74,13.40,0.02,5.2503,0.609487,2.3,0.12,,,,,,,,,,,
24049028,0.016,4,4,4,4,3.87,0.74,13.30,0.02,5.268757,4.835713,2.3,0.13,,,,,,,,,,,
24049029,0.015,4,4,4,4,3.76,0.74,13.20,0.02,5.334225,10.194989,2.3,0.13,,,,,,,,,,,
24049030,0.014,3,3,3,3,3.75,0.74,12.30,0.02,5.750274,0.556492,2.3,0.08,,,,,,,,,,,
24049031,0.014,4,4,4,4,3.75,0.74,12.20,0.02,5.767131,4.416959,2.3,0.12,,,,,,,,,,,
24049032,0.013,4,4,4,4,3.65,0.74,12.10,0.02,5.827002,9.324759,2.3,0.09,,,,,,,,,,,
24049033,0.012,3,3,3,3,3.65,0.74,11.30,0.02,6.250253,0.511975,2.3,0.1,,,,,,,,,,,
24049034,0.012,4,4,4,4,3.65,0.74,11.30,0.02,6.265765,4.064838,2.3,0.17,,,,,,,,,,,
24049035,0.012,4,4,4,4,3.56,0.74,11.20,0.02,6.320914,8.590379,2.3,0.12,,,,,,,,,,,
24049036,0.011,3,3,3,3,3.57,0.74,10.50,0.02,6.750234,0.474053,2.3,0.09,,,,,,,,,,,
24049037,0.011,4,4,4,4,3.57,0.74,10.50,0.02,6.7646,3.764639,2.3,0.08,,,,,,,,,,,
24049038,0.011,4,4,4,4,3.49,0.74,10.40,0.02,6.815714,7.962536,2.3,0.12,,,,,,,,,,,
24050000,0.016,0,0,0,0,0.15,0.36,6.10,0.21,1.991941,58.670985,1.42,0.11,,,,,,,,,,,
24050001,0.076,0,0,0,0,0.45,0.36,7.50,0.21,1.586292,49.23828,1.42,0.12,,,,,,,,,,,
24050002,0.229,0,0,0,0,0.94,0.36,9.10,0.21,1.250925,34.110495,1.42,0.17,,,,,,,,,,,
24050003,0.372,0,2,2,2,1.24,0.36,10.40,0.21,1.055134,11.009862,1.42,0.48,,,,,,,,,,,
24050004,0.361,0,3,3,3,1.23,0.36,10.30,0.21,1.077868,16.076991,1.42,0.68,,,,,,,,,,,
24051000,0.161,0,0,0,0,1.51,0.44,8.50,0.11,1.178905,36.309538,1.22,0.13,,,,,,,,,,,
24051001,0.271,0,0,0,0,2.01,0.44,9.90,0.11,0.970429,11.778092,1.22,0.18,,,,,,,,,,,
24051002,0.262,1,1,1,1,1.99,0.44,9.70,0.11,0.996818,17.630549,1.22,0.25,,,,,,,,,,,
24051003,0.114,0,0,0,0,1.73,0.44,6.10,0.11,1.60929,25.707996,1.22,0.08,,,,,,,,,,,
24051004,0.152,0,0,0,0,2.00,0.44,6.60,0.11,1.463465,7.779084,1.22,0.13,,,,,,,,,,,
24051005,0.148,0,0,0,0,1.99,0.44,6.60,0.11,1.481095,11.761914,1.22,0.13,,,,,,,,,,,
24051006,0.079,0,0,0,0,1.82,0.44,4.70,0.11,2.071186,19.697022,1.22,0.08,,,,,,,,,,,
24051007,0.095,0,0,0,0,2.00,0.44,5.00,0.11,1.960032,5.800354,1.22,0.07,,,,,,,,,,,
24051008,0.094,0,0,0,0,2.00,0.44,4.90,0.11,1.973231,8.801116,1.22,0.06,,,,,,,,,,,
24051009,0.057,0,0,0,0,1.86,0.44,3.80,0.11,2.54751,15.904016,1.22,0.08,,,,,,,,,,,
24051010,0.065,0,0,0,0,2.00,0.44,4.00,0.11,2.457992,4.622388,1.22,0.07,,,,,,,,,,,
24051011,0.064,0,0,0,0,2.00,0.44,3.90,0.11,2.468529,7.02517,1.22,0.09,,,,,,,,,,,
24051012,0.042,0,0,0,0,1.89,0.44,3.20,0.11,3.031469,13.313536,1.22,0.04,,,,,,,,,,,
24051013,0.047,0,0,0,0,2.00,0.44,3.30,0.11,2.95664,3.841516,1.22,0.07,,,,,,,,,,,
24051014,0.047,0,0,0,0,2.00,0.44,3.30,0.11,2.965406,5.843531,1.22,0.05,,,,,,,,,,,
24052000,0,0,0,0,0,0.00,0.27,0.00,0.16,3.598187,77.260299,1.97,0.12,,,,,,,,,,,
24052001,0,0,0,0,0,0.00,0.27,0.00,0.16,3.11245,75.230125,1.97,0.14,,,,,,,,,,,
24052002,0,0,0,0,0,0.00,0.27,0.00,0.16,2.63206,72.454247,1.97,0.12,,,,,,,,,,,
24052003,0,0,0,0,0,0.00,0.27,0.00,0.16,2.160586,68.453747,1.97,0.15,,,,,,,,,,,
24052004,0.04,0,0,3,1,0.18,0.27,18.90,0.16,1.70544,62.27268,1.97,0.28,,,,,,,,,,,
24052005,0.191,0,0,4,4,0.58,0.27,23.50,0.16,1.284102,51.835155,1.97,0.79,,,,,,,,,,,
24052006,0.472,2,4,2,0,1.29,0.27,29.00,0.16,0.943032,32.710333,1.97,1.93,,,,,,,,,,,
24052007,0.489,3,4,4,4,1.50,0.27,32.20,0.16,0.793538,0.693683,1.97,3.24,,,,,,,,,,,
24052008,0.474,4,4,4,4,1.30,0.27,29.20,0.16,0.932789,31.717228,1.97,2.14,,,,,,,,,,,
24052009,0,0,0,0,0,0.00,0.27,0.00,0.16,3.740379,69.768432,1.97,0.12,,,,,,,,,,,
24052010,0,0,0,0,0,0.00,0.27,0.00,0.16,3.275794,66.742758,1.97,0.14,,,,,,,,,,,
24052011,0.015,0,0,0,2,0.14,0.27,12.00,0.16,2.823335,62.732909,1.97,0.15,,,,,,,,,,,
24052012,0.041,0,0,0,4,0.29,0.27,14.00,0.16,2.389898,57.232717,1.97,0.2,,,,,,,,,,,
24052013,0.098,0,0,0,4,0.51,0.27,16.40,0.16,1.987965,49.40897,1.97,0.29,,,,,,,,,,,
24052014,0.209,1,1,2,4,0.84,0.27,19.10,0.16,1.640853,37.973307,1.97,0.42,,,,,,,,,,,
24052015,0.34,3,3,4,4,1.19,0.27,21.60,0.16,1.390248,21.503523,1.97,0.81,,,,,,,,,,,
24052016,0.367,4,4,4,4,1.25,0.27,22.70,0.16,1.293516,0.42555,1.97,1.09,,,,,,,,,,,
24052017,0.342,4,4,4,4,1.19,0.27,21.70,0.16,1.38332,20.763058,1.97,1.25,,,,,,,,,,,
24052018,0.008,0,0,0,0,0.13,0.27,8.70,0.16,3.941308,62.932053,1.97,0.1,,,,,,,,,,,
24052019,0.017,0,0,0,0,0.22,0.27,9.70,0.16,3.50347,59.208513,1.97,0.14,,,,,,,,,,,
24052020,0.032,0,0,0,0,0.33,0.27,11.00,0.16,3.08459,54.448668,1.97,0.17,,,,,,,,,,,
24052021,0.06,0,0,0,0,0.49,0.27,12.50,0.16,2.693528,48.252588,1.97,0.19,,,,,,,,,,,
24052022,0.107,0,0,0,2,0.69,0.27,14.10,0.16,2.344245,40.087976,1.97,0.24,,,,,,,,,,,
24052023,0.174,2,2,2,4,0.94,0.27,15.70,0.16,2.058125,29.376551,1.97,0.35,,,,,,,,,,,
24052024,0.239,3,3,4,4,1.15,0.27,17.00,0.16,1.864476,15.862199,1.97,0.8,,,,,,,,,,,
24052025,0.254,4,4,4,4,1.18,0.27,17.50,0.16,1.793506,0.306914,1.97,0.78,,,,,,,,,,,
24052026,0.24,4,4,4,4,1.15,0.27,17.00,0.16,1.859316,15.292636,1.97,0.87,,,,,,,,,,,
24053000,0.013,0,0,0,0,0.18,0.40,5.30,0.18,1.991936,58.670901,1.31,0.11,,,,,,,,,,,
24053001,0.063,0,0,0,0,0.56,0.40,6.60,0.18,1.586288,49.238148,1.31,0.15,,,,,,,,,,,
24053002,0.196,0,0,0,0,1.16,0.40,8.10,0.18,1.250922,34.110282,1.31,0.16,,,,,,,,,,,
24053003,0.315,0,2,2,2,1.51,0.40,9.30,0.18,1.055133,11.009563,1.31,0.35,,,,,,,,,,,
24053004,0.306,0,3,3,3,1.50,0.40,9.20,0.18,1.07787,16.077278,1.31,0.48,,,,,,,,,,,
24054000,0.151,0,0,0,0,1.52,0.44,8.70,0.11,1.228353,35.501715,1.23,0.15,,,,,,,,,,,
24054001,0.252,2,2,2,2,2.01,0.44,10.10,0.11,1.022503,12.042844,1.23,0.23,,,,,,,,,,,
24054002,0.246,4,4,4,4,2.00,0.44,9.90,0.11,1.040276,15.995573,1.23,0.58,,,,,,,,,,,
24054003,0.108,1,1,1,1,1.72,0.44,6.30,0.11,1.660979,25.433836,1.23,0.21,,,,,,,,,,,
24054004,0.143,3,3,3,3,2.00,0.44,6.80,0.11,1.515095,8.094632,1.23,0.23,,,,,,,,,,,
24054005,0.141,4,4,4,4,2.00,0.44,6.80,0.11,1.527146,10.819218,1.23,0.21,,,,,,,,,,,
24054006,0.075,1,1,1,1,1.81,0.44,4.90,0.11,2.123406,19.629748,1.23,0.13,,,,,,,,,,,
24054007,0.091,3,3,3,3,2.00,0.44,5.20,0.11,2.011346,6.088667,1.23,0.14,,,,,,,,,,,
24054008,0.09,4,4,4,4,2.00,0.44,5.10,0.11,2.020439,8.156701,1.23,0.2,,,,,,,,,,,
24054009,0.055,2,2,2,2,1.86,0.44,4.00,0.11,2.599779,15.925318,1.23,0.1,,,,,,,,,,,
24054010,0.063,4,4,4,4,2.00,0.44,4.10,0.11,2.509086,4.877536,1.23,0.06,,,,,,,,,,,
24054011,0.062,4,4,4,4,2.00,0.44,4.10,0.11,2.516381,6.541235,1.23,0.12,,,,,,,,,,,
24054012,0.041,2,2,2,2,1.89,0.44,3.40,0.11,3.083643,13.375372,1.23,0.13,,,,,,,,,,,
24054013,0.045,4,4,4,4,2.00,0.44,3.50,0.11,3.007576,4.067613,1.23,0.12,,,,,,,,,,,
24054014,0.045,4,4,4,4,2.00,0.44,3.50,0.11,3.013665,5.458264,1.23,0.16,,,,,,,,,,,
24055000,0.021,2,4,4,4,1.29,0.84,39.60,0.09,2.592689,77.375394,3.21,0.93,,,,,,,,,,,
24055001,0.033,4,4,4,4,2.13,0.84,46.60,0.09,2.107612,74.403235,3.21,1.14,,,,,,,,,,,
24055002,0.05,4,4,4,0,3.93,0.84,54.90,0.09,1.631571,69.677012,3.21,1.34,,,,,,,,,,,
24055003,0.059,4,4,1,4,7.21,0.84,63.10,0.09,1.175593,61.182322,3.21,1.59,,,,,,,,,,,
24055004,0.064,4,4,0,4,12.83,0.84,69.40,0.09,0.775896,43.085464,3.21,1.96,,,,,,,,,,,
24055005,0.065,4,4,3,3,17.18,0.84,72.10,0.09,0.567458,3.031027,3.21,2.21,,,,,,,,,,,
24055006,0.064,4,4,4,4,13.58,0.84,70.00,0.09,0.736209,39.672519,3.21,2.22,,,,,,,,,,,
24055007,0.06,4,4,0,4,7.76,0.84,64.00,0.09,1.123387,59.706825,3.21,1.94,,,,,,,,,,,
24055008,0.052,4,4,3,2,4.26,0.84,55.90,0.09,1.575434,68.918988,3.21,1.36,,,,,,,,,,,
24055009,0.035,4,4,4,3,2.28,0.84,47.60,0.09,2.049875,73.952249,3.21,1.27,,,,,,,,,,,
24055010,0.022,4,4,4,4,1.36,0.84,40.30,0.09,2.534163,77.078847,3.21,0.98,,,,,,,,,,,
24055011,0.013,3,4,4,4,0.90,0.84,34.60,0.09,3.02357,79.198002,3.21,0.8,,,,,,,,,,,
24055012,0.008,3,4,4,4,0.63,0.84,30.10,0.09,3.51596,80.725237,3.21,0.7,,,,,,,,,,,
24055013,0.005,1,4,4,4,0.46,0.84,26.50,0.09,4.010233,81.876658,3.21,0.55,,,,,,,,,,,
24055014,0,0,0,0,0,0.00,0.84,0.00,0.09,4.50577,82.775116,3.21,0.44,,,,,,,,,,,
24055015,0,0,0,0,0,0.00,0.84,0.00,0.09,5.002195,83.495394,3.21,0.54,,,,,,,,,,,
24055016,0,0,0,0,0,0.00,0.84,0.00,0.09,5.499268,84.085541,3.21,0.39,,,,,,,,,,,
24055017,0.064,1,4,4,4,1.60,0.84,37.00,0.09,2.745669,67.139445,3.21,1.56,,,,,,,,,,,
24055018,0.092,3,4,4,4,2.25,0.84,42.50,0.09,2.293184,62.280367,3.21,1.88,,,,,,,,,,,
24055019,0.124,4,4,4,4,3.30,0.84,48.30,0.09,1.865124,55.117192,3.21,2.76,,,,,,,,,,,
24055020,0.147,4,4,4,4,4.61,0.84,53.70,0.09,1.482796,43.998325,3.21,3.87,,,,,,,,,,,
24055021,0.159,4,4,4,4,5.94,0.84,57.40,0.09,1.191083,26.421917,3.21,4.19,,,,,,,,,,,
24055022,0.163,4,4,4,4,6.60,0.84,58.80,0.09,1.067086,1.611309,3.21,4.26,,,,,,,,,,,
24055023,0.16,4,4,4,4,6.07,0.84,57.70,0.09,1.165619,23.7793,3.21,4.44,,,,,,,,,,,
24055024,0.149,4,4,4,4,4.77,0.84,54.20,0.09,1.441757,42.282511,3.21,3.85,,,,,,,,,,,
24055025,0.128,4,4,4,4,3.45,0.84,49.00,0.09,1.81622,54.034442,3.21,3.25,,,,,,,,,,,
24055026,0.096,4,4,4,4,2.35,0.84,43.20,0.09,2.240235,61.566434,3.21,2.23,,,,,,,,,,,
24055027,0.067,4,4,4,4,1.66,0.84,37.60,0.09,2.690473,66.642959,3.21,1.38,,,,,,,,,,,
24055028,0.045,4,4,4,4,1.23,0.84,32.90,0.09,3.155731,70.244411,3.21,1.09,,,,,,,,,,,
24055029,0.031,3,4,4,4,0.96,0.84,29.00,0.09,3.630239,72.912756,3.21,0.69,,,,,,,,,,,
24055030,0.021,2,4,4,4,0.77,0.84,25.80,0.09,4.110794,74.96086,3.21,0.66,,,,,,,,,,,
24055031,0.015,3,2,4,4,0.64,0.84,23.10,0.09,4.5955,76.57864,3.21,0.63,,,,,,,,,,,
24055032,0.011,3,2,4,4,0.54,0.84,20.90,0.09,5.08317,77.886889,3.21,0.48,,,,,,,,,,,
24055033,0.008,4,1,3,4,0.46,0.84,19.10,0.09,5.573026,78.965638,3.21,0.48,,,,,,,,,,,
24055034,0.09,0,1,3,3,1.89,0.84,33.90,0.09,2.975796,58.23282,3.21,1.26,,,,,,,,,,,
24055035,0.121,1,3,2,3,2.42,0.84,37.90,0.09,2.564246,52.340703,3.21,1.43,,,,,,,,,,,
24055036,0.155,1,2,3,4,3.10,0.84,41.90,0.09,2.189829,44.321756,3.21,2.37,,,,,,,,,,,
24055037,0.18,3,3,4,4,3.79,0.84,45.40,0.09,1.874926,33.322971,3.21,3.27,,,,,,,,,,,
24055038,0.195,1,3,4,4,4.35,0.84,47.70,0.09,1.653887,18.690772,3.21,3.63,,,,,,,,,,,
24055039,0.2,3,3,4,4,4.59,0.84,48.60,0.09,1.566951,1.097216,3.21,4.36,,,,,,,,,,,
24055040,0.196,4,3,3,4,4.40,0.84,47.90,0.09,1.635644,16.699091,3.21,4.59,,,,,,,,,,,
24055041,0.182,4,4,4,4,3.86,0.84,45.70,0.09,1.842641,31.763577,3.21,4.15,,,,,,,,,,,
24055042,0.158,4,4,4,4,3.19,0.84,42.40,0.09,2.14833,43.176653,3.21,3.18,,,,,,,,,,,
24055043,0.125,4,4,4,4,2.49,0.84,38.40,0.09,2.517005,51.506064,3.21,2.49,,,,,,,,,,,
24055044,0.093,4,4,4,4,1.95,0.84,34.40,0.09,2.924946,57.613929,3.21,1.8,,,,,,,,,,,
24055045,0.068,4,4,4,4,1.55,0.84,30.70,0.09,3.357872,62.188475,3.21,1.28,,,,,,,,,,,
24055046,0.049,4,4,4,4,1.27,0.84,27.50,0.09,3.807269,65.701352,3.21,0.87,,,,,,,,,,,
24055047,0.036,4,4,4,4,1.07,0.84,24.70,0.09,4.267938,68.464506,3.21,0.74,,,,,,,,,,,
24055048,0.026,4,4,4,4,0.91,0.84,22.40,0.09,4.73659,70.685224,3.21,0.71,,,,,,,,,,,
24055049,0.02,4,3,4,4,0.79,0.84,20.40,0.09,5.211073,72.503871,3.21,0.47,,,,,,,,,,,
24055050,0.015,4,3,4,4,0.69,0.84,18.70,0.09,5.689928,74.017729,3.21,0.49,,,,,,,,,,,
24055051,0.1,0,0,1,0,2.09,0.84,30.80,0.09,3.266807,50.755934,3.21,0.95,,,,,,,,,,,
24055052,0.128,0,1,0,0,2.50,0.84,33.70,0.09,2.896899,44.487306,3.21,1.07,,,,,,,,,,,
24055053,0.157,1,1,1,3,2.96,0.84,36.50,0.09,2.571384,36.513511,3.21,1.61,,,,,,,,,,,
24055054,0.179,1,2,2,3,3.38,0.84,38.80,0.09,2.309115,26.49122,3.21,2.37,,,,,,,,,,,
24055055,0.193,1,2,2,3,3.68,0.84,40.30,0.09,2.133543,14.383773,3.21,3.31,,,,,,,,,,,
24055056,0.199,3,3,3,3,3.80,0.84,40.90,0.09,2.066882,0.831803,3.21,3.69,,,,,,,,,,,
24055057,0.195,4,3,3,3,3.70,0.84,40.50,0.09,2.119433,12.812129,3.21,3.82,,,,,,,,,,,
24055058,0.182,4,4,4,4,3.42,0.84,39.00,0.09,2.282978,25.143146,3.21,4.07,,,,,,,,,,,
24055059,0.161,4,4,4,4,3.02,0.84,36.80,0.09,2.536136,35.42381,3.21,2.95,,,,,,,,,,,
24055060,0.132,4,4,4,4,2.55,0.84,34.10,0.09,2.855167,43.628149,3.21,2.32,,,,,,,,,,,
24055061,0.104,4,4,4,4,2.13,0.84,31.20,0.09,3.220555,50.08051,3.21,1.9,,,,,,,,,,,
24055062,0.079,4,4,4,4,1.79,0.84,28.30,0.09,3.618283,55.16796,3.21,1.44,,,,,,,,,,,
24055063,0.06,4,4,4,4,1.52,0.84,25.70,0.09,4.038807,59.222761,3.21,0.91,,,,,,,,,,,
24055064,0.045,4,4,4,4,1.31,0.84,23.40,0.09,4.475708,62.499822,3.21,0.86,,,,,,,,,,,
24055065,0.035,4,4,4,4,1.15,0.84,21.40,0.09,4.924627,65.186939,3.21,0.7,,,,,,,,,,,
24055066,0.027,4,4,4,4,1.01,0.84,19.70,0.09,5.38256,67.421079,3.21,0.57,,,,,,,,,,,
24055067,0.021,4,4,4,4,0.90,0.84,18.10,0.09,5.847388,69.302517,3.21,0.52,,,,,,,,,,,
24055068,0.101,0,0,0,0,2.22,0.84,27.90,0.09,3.603983,44.587896,3.21,0.82,,,,,,,,,,,
24055069,0.124,0,0,0,0,2.53,0.84,30.10,0.09,3.272413,38.340893,3.21,0.94,,,,,,,,,,,
24055070,0.147,0,1,1,2,2.87,0.84,32.00,0.09,2.98809,30.799447,3.21,1.39,,,,,,,,,,,
24055071,0.165,1,2,2,3,3.14,0.84,33.60,0.09,2.765624,21.865649,3.21,1.83,,,,,,,,,,,
24056000,0.103,0,0,0,0,1.16,0.37,18.90,0.09,1.195664,44.691745,1.49,0.15,,,,,,,,,,,
24056001,0.234,0,1,1,1,2.24,0.37,23.30,0.09,0.915812,21.853796,1.49,0.34,,,,,,,,,,,
24056002,0.241,1,1,1,1,2.34,0.37,24.20,0.09,0.86476,10.601685,1.49,0.58,,,,,,,,,,,
24056003,0.102,0,0,0,1,1.44,0.37,14.20,0.09,1.590475,31.918387,1.49,0.11,,,,,,,,,,,
24056004,0.159,0,0,0,0,1.93,0.37,15.80,0.09,1.392376,14.17204,1.49,0.16,,,,,,,,,,,
24056005,0.165,0,0,0,0,1.96,0.37,16.10,0.09,1.359341,6.721366,1.49,0.18,,,,,,,,,,,
24056006,0.08,0,0,0,0,1.54,0.37,11.10,0.09,2.032144,24.443771,1.49,0.08,,,,,,,,,,,
24056007,0.106,0,0,0,0,1.84,0.37,11.90,0.09,1.881145,10.440832,1.49,0.09,,,,,,,,,,,
24056008,0.109,0,0,0,0,1.85,0.37,12.00,0.09,1.856827,4.915309,1.49,0.07,,,,,,,,,,,
24056009,0.061,0,0,0,0,1.58,0.37,9.10,0.09,2.495918,19.688761,1.49,0.06,,,,,,,,,,,
24056010,0.075,0,0,0,0,1.80,0.37,9.50,0.09,2.374596,8.254004,1.49,0.07,,,,,,,,,,,
24056011,0.076,0,0,0,0,1.80,0.37,9.60,0.09,2.355378,3.873108,1.49,0.09,,,,,,,,,,,
24056012,0.047,0,0,0,0,1.61,0.37,7.60,0.09,2.971465,16.438865,1.49,0.05,,,,,,,,,,,
24056013,0.055,0,0,0,0,1.77,0.37,7.90,0.09,2.870314,6.821,1.49,0.03,,,,,,,,,,,
24056014,0.055,0,0,0,0,1.78,0.37,7.90,0.09,2.854436,3.195172,1.49,0.04,,,,,,,,,,,
24056015,0.037,0,0,0,0,1.63,0.37,6.60,0.09,3.453926,14.090987,1.49,0.05,,,,,,,,,,,
24056016,0.042,0,0,0,0,1.76,0.37,6.70,0.09,3.367299,5.810509,1.49,0.07,,,,,,,,,,,
24056017,0.042,0,0,0,0,1.76,0.37,6.80,0.09,3.353774,2.719059,1.49,0.05,,,,,,,,,,,
24056018,0.03,0,0,0,0,1.64,0.37,5.80,0.09,3.940762,12.320823,1.49,0.06,,,,,,,,,,,
24056019,0.033,0,0,0,0,1.75,0.37,5.90,0.09,3.865062,5.060104,1.49,0.04,,,,,,,,,,,
24056020,0.033,0,0,0,0,1.75,0.37,5.90,0.09,3.853284,2.366366,1.49,0.05,,,,,,,,,,,
24057000,0,0,0,0,0,0.00,0.32,0.00,0.02,0.950619,2.06727,2.08,0.09,,,,,,,,,,,
24057001,0,0,0,0,0,0.00,0.32,0.00,0.02,1.089939,29.353929,2.08,0.06,,,,,,,,,,,
24057002,0,0,0,0,0,0.00,0.32,0.00,0.02,1.404371,47.432428,2.08,0.07,,,,,,,,,,,
24057003,0.019,1,1,1,1,16.30,0.32,35.40,0.02,1.450405,1.354754,2.08,0.13,,,,,,,,,,,
24057004,0.018,4,3,1,0,15.47,0.32,34.00,0.02,1.545305,20.227677,2.08,0.17,,,,,,,,,,,
24057005,0.012,4,4,4,4,10.77,0.32,30.60,0.02,1.781084,35.500434,2.08,0.16,,,,,,,,,,,
24057006,0.035,0,0,0,0,6.46,0.32,27.80,0.02,1.950301,1.007465,2.08,0.1,,,,,,,,,,,
24057007,0.033,3,2,2,1,6.30,0.32,27.10,0.02,2.021872,15.322739,2.08,0.15,,,,,,,,,,,
24057008,0.024,4,4,4,4,5.05,0.32,25.20,0.02,2.207319,27.941743,2.08,0.16,,,,,,,,,,,
24057009,0.035,0,0,0,0,4.74,0.32,22.80,0.02,2.45024,0.80189,2.08,0.07,,,,,,,,,,,
24057010,0.033,2,1,1,0,4.67,0.32,22.30,0.02,2.507582,12.302347,2.08,0.08,,,,,,,,,,,
24057011,0.027,4,3,3,2,4.00,0.32,21.20,0.02,2.659372,22.887516,2.08,0.12,,,,,,,,,,,
24057012,0.031,0,0,0,0,4.04,0.32,19.20,0.02,2.950199,0.66599,2.08,0.05,,,,,,,,,,,
24057013,0.03,1,1,1,1,4.00,0.32,18.90,0.02,2.997994,10.265884,2.08,0.07,,,,,,,,,,,
24057014,0.025,3,2,2,2,3.55,0.32,18.20,0.02,3.126061,19.321039,2.08,0.05,,,,,,,,,,,
24057015,0.027,0,0,0,0,3.66,0.32,16.60,0.02,3.45017,0.569477,2.08,0.04,,,,,,,,,,,
24057016,0.026,1,1,1,1,3.63,0.32,16.40,0.02,3.491127,8.803297,2.08,0.06,,,,,,,,,,,
24057017,0.022,2,2,2,2,3.31,0.32,15.90,0.02,3.601702,16.688449,2.08,0.1,,,,,,,,,,,
24057018,0.023,0,0,0,0,3.43,0.32,14.60,0.02,3.950149,0.497395,2.08,0.04,,,,,,,,,,,
24057019,0.022,0,0,0,0,3.41,0.32,14.40,0.02,3.985971,7.703284,2.08,0.02,,,,,,,,,,,
24057020,0.02,2,2,2,2,3.15,0.32,14.10,0.02,4.083168,14.67324,2.08,0.06,,,,,,,,,,,
24057021,0.019,0,0,0,0,3.27,0.32,13.00,0.02,4.450132,0.44151,2.08,0.03,,,,,,,,,,,
24057022,0.019,0,0,0,0,3.25,0.32,12.90,0.02,4.48196,6.846474,2.08,0.03,,,,,,,,,,,
24057023,0.017,1,1,1,1,3.04,0.32,12.70,0.02,4.568617,13.084659,2.08,0.05,,,,,,,,,,,
24057024,0.017,0,0,0,0,3.16,0.32,11.70,0.02,4.950119,0.396915,2.08,0.03,,,,,,,,,,,
24057025,0.016,0,0,0,0,3.14,0.32,11.60,0.02,4.978752,6.160523,2.08,0.04,,,,,,,,,,,
24057026,0.015,1,1,1,1,2.96,0.32,11.50,0.02,5.056902,11.802026,2.08,0.03,,,,,,,,,,,
24057027,0.014,0,0,0,0,3.07,0.32,10.70,0.02,5.450108,0.360502,2.08,0.04,,,,,,,,,,,
24057028,0.014,0,0,0,0,3.06,0.32,10.60,0.02,5.476127,5.599108,2.08,0.03,,,,,,,,,,,
24057029,0.013,0,0,0,0,2.90,0.32,10.50,0.02,5.547275,10.745705,2.08,0.02,,,,,,,,,,,
24057030,0.013,0,0,0,0,3.00,0.32,9.80,0.02,5.950099,0.330208,2.08,0.02,,,,,,,,,,,
24057031,0.012,0,0,0,0,2.99,0.32,9.70,0.02,5.973941,5.131221,2.08,0.02,,,,,,,,,,,
24057032,0.012,0,0,0,0,2.86,0.32,9.60,0.02,6.039227,9.861217,2.08,0.02,,,,,,,,,,,
24058000,0.441,0,0,1,1,1.99,0.46,1.20,0.19,0.658587,9.261796,1.06,0.34,,,,,,,,,,,
24058001,0.219,0,1,1,1,2.00,0.46,0.70,0.19,1.154876,5.266133,1.06,0.19,,,,,,,,,,,
24058002,0.127,0,1,1,1,2.00,0.46,0.50,0.19,1.653403,3.675656,1.06,0.18,,,,,,,,,,,
24058003,0.082,0,1,1,1,2.00,0.46,0.40,0.19,2.152613,2.822444,1.06,0.1,,,,,,,,,,,
24058004,0.057,0,0,0,0,2.00,0.46,0.30,0.19,2.652121,2.290541,1.06,0.1,,,,,,,,,,,
24059000,0.018,0,0,0,0,0.29,0.45,1.20,0.18,1.763716,57.409317,1.1,0.15,,,,,,,,,,,
24059001,0.087,0,0,0,0,0.88,0.45,1.50,0.18,1.369194,46.06542,1.1,0.18,,,,,,,,,,,
24059002,0.256,2,2,2,2,1.77,0.45,1.90,0.18,1.067095,27.093459,1.1,0.24,,,,,,,,,,,
24059003,0.305,4,4,4,4,1.86,0.45,2.00,0.18,0.9501,0.844231,1.1,0.31,,,,,,,,,,,
24059004,0.245,4,4,4,4,1.72,0.45,1.80,0.18,1.080134,28.415744,1.1,0.32,,,,,,,,,,,
24060000,0,0,0,0,0,0.00,0.33,0.00,0.01,1.49599,43.315351,2.26,0.2,,,,,,,,,,,
24060001,0,0,0,0,0,0.00,0.33,0.00,0.01,1.209015,25.80359,2.26,0.21,,,,,,,,,,,
24060002,0,0,0,0,0,0.00,0.33,0.00,0.01,1.088783,1.382511,2.26,0.18,,,,,,,,,,,
