Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
30051086,0.057,3,3,3,3,0.33,0.84,12.60,0.09,6.27,29.52,3.71,0.31,,,,,,,,,,,
30051087,0.059,4,4,4,4,0.31,0.84,13.20,0.09,5.96,33.19,3.71,0.33,,,,,,,,,,,
30051088,0.059,4,4,4,4,0.29,0.84,13.80,0.09,5.68,37.24,3.71,0.43,,,,,,,,,,,
30051089,0.057,4,4,4,4,0.26,0.84,14.40,0.09,5.43,41.69,3.71,0.39,,,,,,,,,,,
30051090,0.054,4,4,4,4,0.23,0.84,14.90,0.09,5.21,46.55,3.71,0.4,,,,,,,,,,,
30051091,0.048,4,4,4,4,0.19,0.84,15.30,0.09,5.03,51.78,3.71,0.34,,,,,,,,,,,
30051092,0.039,4,4,4,4,0.15,0.84,15.70,0.09,4.90,57.35,3.71,0.32,,,,,,,,,,,
30051093,0.028,4,4,4,4,0.11,0.84,15.90,0.09,4.82,63.17,3.71,0.36,,,,,,,,,,,
30051094,0.015,4,4,4,4,0.06,0.84,16.00,0.09,4.79,69.12,3.71,0.37,,,,,,,,,,,
30051095,0,0,0,0,0,0.00,0.84,0.00,0.09,4.81,75.09,3.71,0.31,,,,,,,,,,,
30051096,0,0,0,0,0,0.00,0.84,0.00,0.09,4.88,80.95,3.71,0.27,,,,,,,,,,,
30051097,0.037,0,0,0,0,0.38,0.84,9.30,0.09,8.82,16.65,3.71,0.1,,,,,,,,,,,
30051098,0.039,0,0,0,0,0.38,0.84,9.70,0.09,8.42,18.69,3.71,0.16,,,,,,,,,,,
30051099,0.041,0,0,0,0,0.37,0.84,10.10,0.09,8.04,20.93,3.71,0.15,,,,,,,,,,,
30051100,0.044,1,1,1,1,0.36,0.84,10.50,0.09,7.67,23.38,3.71,0.18,,,,,,,,,,,
30051101,0.046,2,2,2,2,0.35,0.84,11.00,0.09,7.32,26.08,3.71,0.2,,,,,,,,,,,
30051102,0.048,3,3,3,3,0.33,0.84,11.50,0.09,6.98,29.05,3.71,0.24,,,,,,,,,,,
30051103,0.049,4,4,4,4,0.32,0.84,12.00,0.09,6.66,32.31,3.71,0.31,,,,,,,,,,,
30051104,0.05,4,4,4,4,0.30,0.84,12.50,0.09,6.37,35.87,3.71,0.33,,,,,,,,,,,
30051105,0.049,4,4,4,4,0.27,0.84,13.00,0.09,6.11,39.77,3.71,0.42,,,,,,,,,,,
30051106,0.047,4,4,4,4,0.25,0.84,13.40,0.09,5.87,43.99,3.71,0.27,,,,,,,,,,,
30051107,0.044,4,4,4,4,0.22,0.84,13.80,0.09,5.67,48.54,3.71,0.43,,,,,,,,,,,
30051108,0.038,4,4,4,4,0.18,0.84,14.20,0.09,5.51,53.39,3.71,0.38,,,,,,,,,,,
30051109,0.031,4,4,4,4,0.14,0.84,14.50,0.09,5.39,58.50,3.71,0.29,,,,,,,,,,,
30051110,0.022,4,4,4,4,0.10,0.84,14.70,0.09,5.31,63.79,3.71,0.27,,,,,,,,,,,
30051111,0.012,4,4,4,4,0.06,0.84,14.70,0.09,5.29,69.19,3.71,0.29,,,,,,,,,,,
30051112,0,0,0,0,0,0.00,0.84,0.00,0.09,5.30,74.60,3.71,0.26,,,,,,,,,,,
30051113,0,0,0,0,0,0.00,0.84,0.00,0.09,5.37,79.92,3.71,0.22,,,,,,,,,,,
30051114,0,0,0,0,0,0.00,0.84,0.00,0.09,5.48,85.08,3.71,0.24,,,,,,,,,,,
30051115,0.033,0,0,0,0,0.37,0.84,9.00,0.09,9.13,19.17,3.71,0.09,,,,,,,,,,,
30051116,0.035,0,0,0,0,0.37,0.84,9.30,0.09,8.75,21.24,3.71,0.14,,,,,,,,,,,
30051117,0.037,1,1,1,1,0.36,0.84,9.70,0.09,8.38,23.50,3.71,0.14,,,,,,,,,,,
30051118,0.039,2,2,2,2,0.35,0.84,10.10,0.09,8.02,25.97,3.71,0.2,,,,,,,,,,,
30051119,0.04,3,3,3,3,0.33,0.84,10.50,0.09,7.69,28.66,3.71,0.17,,,,,,,,,,,
30051120,0.041,4,4,4,4,0.32,0.84,10.90,0.09,7.37,31.59,3.71,0.22,,,,,,,,,,,
30051121,0.042,4,4,4,4,0.30,0.84,11.40,0.09,7.07,34.78,3.71,0.25,,,,,,,,,,,
30051122,0.042,4,4,4,4,0.28,0.84,11.80,0.09,6.79,38.23,3.71,0.36,,,,,,,,,,,
30051123,0.041,4,4,4,4,0.26,0.84,12.20,0.09,6.54,41.96,3.71,0.33,,,,,,,,,,,
30051124,0.039,4,4,4,4,0.23,0.84,12.60,0.09,6.33,45.97,3.71,0.34,,,,,,,,,,,
30051125,0.036,4,4,4,4,0.20,0.84,12.90,0.09,6.14,50.24,3.71,0.36,,,,,,,,,,,
30051126,0.031,4,4,4,4,0.17,0.84,13.20,0.09,5.99,54.75,3.71,0.31,,,,,,,,,,,
30051127,0.025,4,4,4,4,0.13,0.84,13.40,0.09,5.88,59.46,3.71,0.39,,,,,,,,,,,
30051128,0.018,4,4,4,4,0.10,0.84,13.60,0.09,5.81,64.31,3.71,0.33,,,,,,,,,,,
30051129,0.011,4,4,4,4,0.06,0.84,13.60,0.09,5.79,69.24,3.71,0.33,,,,,,,,,,,
30051130,0,0,0,0,0,0.00,0.84,0.00,0.09,5.80,74.19,3.71,0.27,,,,,,,,,,,
30051131,0,0,0,0,0,0.00,0.84,0.00,0.09,5.86,79.07,3.71,0.21,,,,,,,,,,,
30051132,0,0,0,0,0,0.00,0.84,0.00,0.09,5.96,83.81,3.71,0.2,,,,,,,,,,,
30051133,0.03,1,1,1,1,0.36,0.84,8.70,0.09,9.45,21.51,3.71,0.07,,,,,,,,,,,
30051134,0.032,1,1,1,1,0.35,0.84,9.00,0.09,9.08,23.61,3.71,0.17,,,,,,,,,,,
30051135,0.033,2,2,2,2,0.34,0.84,9.40,0.09,8.73,25.88,3.71,0.19,,,,,,,,,,,
30051136,0.034,2,2,2,2,0.33,0.84,9.70,0.09,8.39,28.34,3.71,0.17,,,,,,,,,,,
30051137,0.035,3,3,3,3,0.32,0.84,10.10,0.09,8.07,31.00,3.71,0.24,,,,,,,,,,,
30051138,0.036,4,4,4,4,0.30,0.84,10.40,0.09,7.76,33.87,3.71,0.21,,,,,,,,,,,
30051139,0.036,4,4,4,4,0.29,0.84,10.80,0.09,7.48,36.97,3.71,0.28,,,,,,,,,,,
30051140,0.036,4,4,4,4,0.27,0.84,11.20,0.09,7.22,40.31,3.71,0.22,,,,,,,,,,,
30051141,0.035,4,4,4,4,0.24,0.84,11.50,0.09,6.99,43.88,3.71,0.29,,,,,,,,,,,
30051142,0.033,4,4,4,4,0.22,0.84,11.80,0.09,6.79,47.68,3.71,0.28,,,,,,,,,,,
30051143,0.03,4,4,4,4,0.19,0.84,12.10,0.09,6.61,51.69,3.71,0.36,,,,,,,,,,,
30051144,0.026,4,4,4,4,0.16,0.84,12.30,0.09,6.48,55.90,3.71,0.28,,,,,,,,,,,
30051145,0.021,4,4,4,4,0.13,0.84,12.50,0.09,6.37,60.26,3.71,0.33,,,,,,,,,,,
30051146,0.015,4,4,4,4,0.09,0.84,12.60,0.09,6.31,64.75,3.71,0.3,,,,,,,,,,,
30051147,0.009,4,4,4,4,0.06,0.84,12.70,0.09,6.29,69.29,3.71,0.25,,,,,,,,,,,
30051148,0.029,2,2,2,2,0.34,0.84,8.70,0.09,9.44,25.80,3.71,0.15,,,,,,,,,,,
30051149,0.03,2,2,2,2,0.33,0.84,9.00,0.09,9.10,28.07,3.71,0.19,,,,,,,,,,,
30051150,0.031,3,3,3,3,0.32,0.84,9.30,0.09,8.77,30.50,3.71,0.21,,,,,,,,,,,
30051151,0.031,4,4,4,4,0.31,0.84,9.60,0.09,8.46,33.12,3.71,0.22,,,,,,,,,,,
30051152,0.032,4,4,4,4,0.29,0.84,9.90,0.09,8.17,35.93,3.71,0.29,,,,,,,,,,,
30051153,0.031,4,4,4,4,0.27,0.84,10.30,0.09,7.91,38.94,3.71,0.18,,,,,,,,,,,
30051154,0.031,4,4,4,4,0.25,0.84,10.60,0.09,7.66,42.15,3.71,0.26,,,,,,,,,,,
30051155,0.029,4,4,4,4,0.23,0.84,10.90,0.09,7.44,45.56,3.71,0.28,,,,,,,,,,,
30051156,0.028,4,4,4,4,0.21,0.84,11.10,0.09,7.25,49.17,3.71,0.29,,,,,,,,,,,
30051157,0.025,4,4,4,4,0.18,0.84,11.40,0.09,7.09,52.95,3.71,0.31,,,,,,,,,,,
30051158,0.021,4,4,4,4,0.15,0.84,11.50,0.09,6.96,56.89,3.71,0.29,,,,,,,,,,,
30051159,0.026,2,2,2,2,0.33,0.84,8.40,0.09,9.80,27.83,3.71,0.24,,,,,,,,,,,
30051160,0.027,3,3,3,3,0.32,0.84,8.70,0.09,9.48,30.08,3.71,0.14,,,,,,,,,,,
30051161,0.027,4,4,4,4,0.31,0.84,8.90,0.09,9.16,32.48,3.71,0.21,,,,,,,,,,,
30051162,0.028,4,4,4,4,0.29,0.84,9.20,0.09,8.87,35.05,3.71,0.19,,,,,,,,,,,
30051163,0.028,4,4,4,4,0.28,0.84,9.50,0.09,8.59,37.79,3.71,0.22,,,,,,,,,,,
30051164,0.027,4,4,4,4,0.26,0.84,9.80,0.09,8.34,40.70,3.71,0.27,,,,,,,,,,,
30051165,0.027,4,4,4,4,0.24,0.84,10.00,0.09,8.11,43.79,3.71,0.24,,,,,,,,,,,
30051166,0.025,4,4,4,4,0.22,0.84,10.30,0.09,7.90,47.05,3.71,0.3,,,,,,,,,,,
30051167,0.023,4,4,4,4,0.20,0.84,10.50,0.09,7.72,50.47,3.71,0.28,,,,,,,,,,,
30051168,0.023,3,3,3,3,0.32,0.84,8.10,0.09,10.18,29.71,3.71,0.21,,,,,,,,,,,
30051169,0.024,4,4,4,4,0.31,0.84,8.30,0.09,9.87,31.94,3.71,0.19,,,,,,,,,,,
30051170,0.024,4,4,4,4,0.30,0.84,8.60,0.09,9.57,34.30,3.71,0.21,,,,,,,,,,,
30051171,0.024,4,4,4,4,0.28,0.84,8.80,0.09,9.28,36.81,3.71,0.19,,,,,,,,,,,
30051172,0.024,4,4,4,4,0.27,0.84,9.10,0.09,9.02,39.48,3.71,0.19,,,,,,,,,,,
30051173,0.024,4,4,4,4,0.25,0.84,9.30,0.09,8.78,42.29,3.71,0.21,,,,,,,,,,,
30051174,0.022,4,4,4,4,0.30,0.84,8.00,0.09,10.26,33.65,3.71,0.18,,,,,,,,,,,
30051175,0.022,4,4,4,4,0.29,0.84,8.30,0.09,9.98,35.97,3.71,0.21,,,,,,,,,,,
30052000,0.175,4,4,4,4,0.23,0.86,32.40,0.14,1.41,59.34,3.17,2.57,,,,,,,,,,,
30052001,0.22,4,4,4,4,0.41,0.86,25.70,0.14,2.13,30.75,3.17,2.87,,,,,,,,,,,
30052002,0.29,4,4,4,4,0.43,0.86,30.00,0.14,1.64,33.96,3.17,3.85,,,,,,,,,,,
30052003,0.385,4,4,4,4,0.47,0.86,35.70,0.14,1.16,39.85,3.17,5.28,,,,,,,,,,,
30052004,0,0,0,0,0,0.00,0.86,0.00,0.14,0.71,53.54,3.17,6.89,,,,,,,,,,,
30052005,0.195,1,4,4,4,0.46,0.86,22.50,0.14,2.60,17.77,3.17,2.48,,,,,,,,,,,
30052006,0.261,4,4,4,4,0.48,0.86,25.90,0.14,2.10,17.20,3.17,2.76,,,,,,,,,,,
30052007,0.359,4,3,3,1,0.53,0.86,30.40,0.14,1.60,16.27,3.17,4.04,,,,,,,,,,,
30052008,0.495,4,4,4,4,0.62,0.86,36.70,0.14,1.10,14.49,3.17,6.42,,,,,,,,,,,
30052009,0.618,4,4,4,4,0.87,0.86,47.50,0.14,0.60,9.79,3.17,11.48,,,,,,,,,,,
30052010,0.261,4,4,4,4,0.50,0.86,25.30,0.14,2.18,3.96,3.17,3.32,,,,,,,,,,,
30052011,0.345,4,4,4,4,0.54,0.86,29.30,0.14,1.71,0.73,3.17,3.73,,,,,,,,,,,
30052012,0.454,4,4,4,4,0.59,0.86,34.50,0.14,1.25,8.93,3.17,5.84,,,,,,,,,,,
30052013,0.561,3,4,3,2,0.68,0.86,41.10,0.14,0.85,25.54,3.17,8.05,,,,,,,,,,,
30052014,0.234,4,4,4,4,0.49,0.86,23.90,0.14,2.37,7.73,3.17,3.09,,,,,,,,,,,
30052015,0.292,4,3,3,3,0.50,0.86,27.20,0.14,1.94,14.65,3.17,3.59,,,,,,,,,,,
30052016,0.343,4,4,4,4,0.50,0.86,30.80,0.14,1.56,25.22,3.17,4.04,,,,,,,,,,,
30052017,0.343,4,4,4,4,0.43,0.86,34.40,0.14,1.26,41.65,3.17,4.35,,,,,,,,,,,
30052018,0.172,4,4,4,4,0.21,0.86,36.30,0.14,1.11,64.99,3.17,2.34,,,,,,,,,,,
30052019,0.218,4,4,4,4,0.44,0.86,24.70,0.14,2.26,25.09,3.17,2.96,,,,,,,,,,,
30052020,0.229,4,4,4,4,0.39,0.86,27.20,0.14,1.95,35.61,3.17,2.82,,,,,,,,,,,
30052021,0.197,4,4,4,4,0.30,0.86,29.30,0.14,1.71,49.56,3.17,2.68,,,,,,,,,,,
30052022,0.094,4,4,4,1,0.14,0.86,30.30,0.14,1.61,66.49,3.17,1.45,,,,,,,,,,,
30052023,0.159,4,4,4,4,0.38,0.86,22.20,0.14,2.64,32.74,3.17,1.91,,,,,,,,,,,
30052024,0.154,4,4,4,4,0.32,0.86,24.00,0.14,2.38,42.41,3.17,1.97,,,,,,,,,,,
30052025,0.122,4,4,4,4,0.24,0.86,25.30,0.14,2.19,54.10,3.17,1.76,,,,,,,,,,,
30052026,0.061,4,4,4,4,0.12,0.86,26.00,0.14,2.11,67.28,3.17,1.02,,,,,,,,,,,
30052027,0.116,4,4,4,4,0.33,0.86,20.00,0.14,3.06,38.40,3.17,1.64,,,,,,,,,,,
30052028,0.106,4,4,4,4,0.27,0.86,21.20,0.14,2.83,47.08,3.17,1.56,,,,,,,,,,,
30052029,0.081,4,4,4,4,0.20,0.86,22.10,0.14,2.68,57.00,3.17,1.15,,,,,,,,,,,
30052030,0.043,4,4,4,4,0.10,0.86,22.60,0.14,2.61,67.77,3.17,0.95,,,,,,,,,,,
30052031,0,0,0,0,0,0.00,0.86,0.00,0.14,2.64,78.68,3.17,0.75,,,,,,,,,,,
30052032,0.076,4,4,4,4,0.24,0.86,18.90,0.14,3.30,50.44,3.17,1.14,,,,,,,,,,,
30052033,0.057,4,4,4,4,0.17,0.86,19.60,0.14,3.17,59.01,3.17,1,,,,,,,,,,,
30052034,0.032,4,4,4,4,0.10,0.86,19.80,0.14,3.11,68.10,3.17,0.71,,,,,,,,,,,
30052035,0.004,4,4,4,4,0.01,0.86,19.70,0.14,3.14,77.27,3.17,0.55,,,,,,,,,,,
30052036,0.056,4,4,4,4,0.22,0.86,17.00,0.14,3.77,52.96,3.17,0.93,,,,,,,,,,,
30052037,0.042,4,4,4,4,0.16,0.86,17.40,0.14,3.66,60.48,3.17,0.79,,,,,,,,,,,
30052038,0.024,4,4,4,4,0.09,0.86,17.60,0.14,3.61,68.34,3.17,0.57,,,,,,,,,,,
30052039,0.006,4,4,4,4,0.02,0.86,17.60,0.14,3.63,76.25,3.17,0.52,,,,,,,,,,,
30052040,0.042,4,4,4,4,0.20,0.86,15.40,0.14,4.25,54.92,3.17,0.58,,,,,,,,,,,
30052041,0.032,4,4,4,4,0.15,0.86,15.70,0.14,4.15,61.60,3.17,0.59,,,,,,,,,,,
30052042,0.019,4,4,4,4,0.09,0.86,15.80,0.14,4.11,68.52,3.17,0.52,,,,,,,,,,,
30052043,0.006,4,4,4,4,0.03,0.86,15.80,0.14,4.13,75.47,3.17,0.54,,,,,,,,,,,
30052044,0,0,0,0,0,0.00,0.86,0.00,0.14,4.21,82.26,3.17,0.37,,,,,,,,,,,
30052045,0.025,4,4,4,4,0.14,0.86,14.30,0.14,4.65,62.48,3.17,0.51,,,,,,,,,,,
30052046,0.016,4,4,4,4,0.09,0.86,14.40,0.14,4.61,68.66,3.17,0.49,,,,,,,,,,,
30052047,0.006,4,4,4,4,0.03,0.86,14.30,0.14,4.63,74.86,3.17,0.46,,,,,,,,,,,
30052048,0,0,0,0,0,0.00,0.86,0.00,0.14,4.70,80.95,3.17,0.36,,,,,,,,,,,
30052049,0.02,4,4,4,4,0.13,0.86,13.00,0.14,5.14,63.20,3.17,0.42,,,,,,,,,,,
30052050,0.013,4,4,4,4,0.08,0.86,13.10,0.14,5.11,68.77,3.17,0.43,,,,,,,,,,,
30052051,0.006,4,4,4,4,0.04,0.86,13.10,0.14,5.12,74.37,3.17,0.39,,,,,,,,,,,
30052052,0,0,0,0,0,0.00,0.86,0.00,0.14,5.19,79.89,3.17,0.4,,,,,,,,,,,
30052053,0,0,0,0,0,0.00,0.86,0.00,0.14,5.30,85.22,3.17,0.32,,,,,,,,,,,
30052054,0.016,4,4,4,4,0.12,0.86,12.00,0.14,5.64,63.78,3.17,0.47,,,,,,,,,,,
30052055,0.011,4,4,4,4,0.08,0.86,12.10,0.14,5.61,68.87,3.17,0.33,,,,,,,,,,,
30052056,0.005,4,4,4,4,0.04,0.86,12.00,0.14,5.62,73.97,3.17,0.44,,,,,,,,,,,
30052057,0,0,0,0,0,0.00,0.86,0.00,0.14,5.68,79.00,3.17,0.36,,,,,,,,,,,
30052058,0.009,4,4,4,4,0.08,0.86,11.10,0.14,6.11,68.95,3.17,0.38,,,,,,,,,,,
30053000,0,0,0,0,0,0.00,0.50,0.00,0.01,9.68,84.31,0.9,0,,,,,,,,,,,
30053001,0,0,0,0,0,0.00,0.50,0.00,0.01,10.01,75.30,0.9,0,,,,,,,,,,,
30053002,0,0,0,0,0,0.00,0.50,0.00,0.01,9.73,77.71,0.9,0,,,,,,,,,,,
30053003,0,0,0,0,0,0.00,0.50,0.00,0.01,9.47,80.27,0.9,0,,,,,,,,,,,
30053004,0,0,0,0,0,0.00,0.50,0.00,0.01,9.24,82.96,0.9,0,,,,,,,,,,,
30053005,0,0,0,0,0,0.00,0.50,0.00,0.01,9.02,85.78,0.9,0,,,,,,,,,,,
30053006,0,0,0,0,0,0.00,0.50,0.00,0.01,10.23,69.09,0.9,0,,,,,,,,,,,
30053007,0,0,0,0,0,0.00,0.50,0.00,0.01,9.91,71.27,0.9,0,,,,,,,,,,,
30053008,0,0,0,0,0,0.00,0.50,0.00,0.01,9.60,73.59,0.9,0,,,,,,,,,,,
30053009,0,0,0,0,0,0.00,0.50,0.00,0.01,9.32,76.06,0.9,0,,,,,,,,,,,
30053010,0,0,0,0,0,0.00,0.50,0.00,0.01,9.04,78.69,0.9,0,,,,,,,,,,,
30053011,0,0,0,0,0,0.00,0.50,0.00,0.01,8.79,81.47,0.9,0,,,,,,,,,,,
30053012,0,0,0,0,0,0.00,0.50,0.00,0.01,8.56,84.40,0.9,0,,,,,,,,,,,
30053013,0,0,0,0,0,0.00,0.50,0.00,0.01,10.94,61.43,0.9,0,,,,,,,,,,,
30053014,0,0,0,0,0,0.00,0.50,0.00,0.01,10.57,63.21,0.9,0,,,,,,,,,,,
30053015,0,0,0,0,0,0.00,0.50,0.00,0.01,10.21,65.13,0.9,0,,,,,,,,,,,
30053016,0,0,0,0,0,0.00,0.50,0.00,0.01,9.86,67.18,0.9,0.01,,,,,,,,,,,
30053017,0,0,0,0,0,0.00,0.50,0.00,0.01,9.53,69.38,0.9,0,,,,,,,,,,,
30053018,0,0,0,0,0,0.00,0.50,0.00,0.01,9.21,71.74,0.9,0,,,,,,,,,,,
30053019,0,0,0,0,0,0.00,0.50,0.00,0.01,8.91,74.26,0.9,0,,,,,,,,,,,
30053020,0,0,0,0,0,0.00,0.50,0.00,0.01,8.62,76.95,0.9,0,,,,,,,,,,,
30053021,0,0,0,0,0,0.00,0.50,0.00,0.01,8.36,79.82,0.9,0,,,,,,,,,,,
30053022,0,0,0,0,0,0.00,0.50,0.00,0.01,8.12,82.87,0.9,0.01,,,,,,,,,,,
30053023,0,0,0,0,0,0.00,0.50,0.00,0.01,7.90,86.09,0.9,0,,,,,,,,,,,
30053024,0,0,0,0,0,0.00,0.50,0.00,0.01,11.82,54.79,0.9,0,,,,,,,,,,,
30053025,0,0,0,0,0,0.00,0.50,0.00,0.01,11.41,56.22,0.9,0.01,,,,,,,,,,,
30053026,0,0,0,0,0,0.00,0.50,0.00,0.01,11.01,57.75,0.9,0.01,,,,,,,,,,,
30053027,0,0,0,0,0,0.00,0.50,0.00,0.01,10.62,59.40,0.9,0,,,,,,,,,,,
30053028,0,0,0,0,0,0.00,0.50,0.00,0.01,10.23,61.17,0.9,0,,,,,,,,,,,
30053029,0,0,0,0,0,0.00,0.50,0.00,0.01,9.86,63.07,0.9,0,,,,,,,,,,,
30053030,0,0,0,0,0,0.00,0.50,0.00,0.01,9.50,65.13,0.9,0,,,,,,,,,,,
30053031,0,0,0,0,0,0.00,0.50,0.00,0.01,9.15,67.34,0.9,0,,,,,,,,,,,
30053032,0,0,0,0,0,0.00,0.50,0.00,0.01,8.82,69.72,0.9,0,,,,,,,,,,,
30053033,0,0,0,0,0,0.00,0.50,0.00,0.01,8.51,72.28,0.9,0.01,,,,,,,,,,,
30053034,0,0,0,0,0,0.00,0.50,0.00,0.01,8.21,75.04,0.9,0,,,,,,,,,,,
30053035,0,0,0,0,0,0.00,0.50,0.00,0.01,7.93,77.99,0.9,0,,,,,,,,,,,
30053036,0,0,0,0,0,0.00,0.50,0.00,0.01,7.68,81.15,0.9,0,,,,,,,,,,,
30053037,0,0,0,0,0,0.00,0.50,0.00,0.01,7.45,84.52,0.9,0.01,,,,,,,,,,,
30053038,0,0,0,0,0,0.00,0.50,0.00,0.01,11.96,51.46,0.9,0.01,,,,,,,,,,,
30053039,0,0,0,0,0,0.00,0.50,0.00,0.01,11.54,52.75,0.9,0,,,,,,,,,,,
30053040,0,0,0,0,0,0.00,0.50,0.00,0.01,11.12,54.14,0.9,0,,,,,,,,,,,
30053041,0,0,0,0,0,0.00,0.50,0.00,0.01,10.71,55.63,0.9,0,,,,,,,,,,,
30053042,0,0,0,0,0,0.00,0.50,0.00,0.01,10.31,57.24,0.9,0.01,,,,,,,,,,,
30053043,0,0,0,0,0,0.00,0.50,0.00,0.01,9.91,58.98,0.9,0,,,,,,,,,,,
30053044,0,0,0,0,0,0.00,0.50,0.00,0.01,9.53,60.87,0.9,0,,,,,,,,,,,
30053045,0,0,0,0,0,0.00,0.50,0.00,0.01,9.15,62.91,0.9,0,,,,,,,,,,,
30053046,0,0,0,0,0,0.00,0.50,0.00,0.01,8.79,65.12,0.9,0,,,,,,,,,,,
30053047,0,0,0,0,0,0.00,0.50,0.00,0.01,8.45,67.52,0.9,0.01,,,,,,,,,,,
30053048,0,0,0,0,0,0.00,0.50,0.00,0.01,8.12,70.11,0.9,0,,,,,,,,,,,
30053049,0,0,0,0,0,0.00,0.50,0.00,0.01,7.80,72.93,0.9,0.01,,,,,,,,,,,
30053050,0,0,0,0,0,0.00,0.50,0.00,0.01,7.51,75.96,0.9,0,,,,,,,,,,,
30053051,0,0,0,0,0,0.00,0.50,0.00,0.01,7.24,79.23,0.9,0,,,,,,,,,,,
30053052,0,0,0,0,0,0.00,0.50,0.00,0.01,7.00,82.75,0.9,0.01,,,,,,,,,,,
30053053,0,0,0,0,0,0.00,0.50,0.00,0.01,11.28,50.61,0.9,0.01,,,,,,,,,,,
30053054,0,0,0,0,0,0.00,0.50,0.00,0.01,10.85,51.94,0.9,0,,,,,,,,,,,
30053055,0,0,0,0,0,0.00,0.50,0.00,0.01,10.43,53.39,0.9,0,,,,,,,,,,,
30053056,0,0,0,0,0,0.00,0.50,0.00,0.01,10.01,54.96,0.9,0,,,,,,,,,,,
30053057,0,0,0,0,0,0.00,0.50,0.00,0.01,9.61,56.66,0.9,0,,,,,,,,,,,
30053058,0,0,0,0,0,0.00,0.50,0.00,0.01,9.21,58.51,0.9,0.01,,,,,,,,,,,
30053059,0,0,0,0,0,0.00,0.50,0.00,0.01,8.82,60.52,0.9,0,,,,,,,,,,,
30053060,0,0,0,0,0,0.00,0.50,0.00,0.01,8.45,62.72,0.9,0,,,,,,,,,,,
30053061,0,0,0,0,0,0.00,0.50,0.00,0.01,8.09,65.12,0.9,0.01,,,,,,,,,,,
30053062,0,0,0,0,0,0.00,0.50,0.00,0.01,7.74,67.73,0.9,0.01,,,,,,,,,,,
30053063,0,0,0,0,0,0.00,0.50,0.00,0.01,7.41,70.59,0.9,0,,,,,,,,,,,
30053064,0,0,0,0,0,0.00,0.50,0.00,0.01,7.10,73.69,0.9,0,,,,,,,,,,,
30053065,0,0,0,0,0,0.00,0.50,0.00,0.01,6.82,77.07,0.9,0,,,,,,,,,,,
30053066,0,0,0,0,0,0.00,0.50,0.00,0.01,6.56,80.74,0.9,0.01,,,,,,,,,,,
30053067,0,0,0,0,0,0.00,0.50,0.00,0.01,6.33,84.68,0.9,0,,,,,,,,,,,
30053068,0,0,0,0,0,0.00,0.50,0.00,0.01,11.03,48.37,0.9,0,,,,,,,,,,,
30053069,0,0,0,0,0,0.00,0.50,0.00,0.01,10.59,49.65,0.9,0.01,,,,,,,,,,,
30053070,0,0,0,0,0,0.00,0.50,0.00,0.01,10.16,51.03,0.9,0,,,,,,,,,,,
30053071,0,0,0,0,0,0.00,0.50,0.00,0.01,9.74,52.54,0.9,0.01,,,,,,,,,,,
30053072,0,0,0,0,0,0.00,0.50,0.00,0.01,9.32,54.19,0.9,0,,,,,,,,,,,
30053073,0,0,0,0,0,0.00,0.50,0.00,0.01,8.91,55.99,0.9,0,,,,,,,,,,,
30053074,0,0,0,0,0,0.00,0.50,0.00,0.01,8.51,57.96,0.9,0.01,,,,,,,,,,,
30053075,0,0,0,0,0,0.00,0.50,0.00,0.01,8.12,60.12,0.9,0,,,,,,,,,,,
30053076,0,0,0,0,0,0.00,0.50,0.00,0.01,7.74,62.50,0.9,0.01,,,,,,,,,,,
30053077,0,0,0,0,0,0.00,0.50,0.00,0.01,7.38,65.11,0.9,0.01,,,,,,,,,,,
30053078,0,0,0,0,0,0.00,0.50,0.00,0.01,7.03,67.99,0.9,0.01,,,,,,,,,,,
30053079,0,0,0,0,0,0.00,0.50,0.00,0.01,6.71,71.16,0.9,0.01,,,,,,,,,,,
30053080,0,0,0,0,0,0.00,0.50,0.00,0.01,6.41,74.63,0.9,0.01,,,,,,,,,,,
30053081,0,0,0,0,0,0.00,0.50,0.00,0.01,6.13,78.44,0.9,0,,,,,,,,,,,
30053082,0,0,0,0,0,0.00,0.50,0.00,0.01,5.88,82.58,0.9,0,,,,,,,,,,,
30053083,0,0,0,0,0,0.00,0.50,0.00,0.01,10.81,46.03,0.9,0,,,,,,,,,,,
30053084,0,0,0,0,0,0.00,0.50,0.00,0.01,10.36,47.24,0.9,0,,,,,,,,,,,
30053085,0,0,0,0,0,0.00,0.50,0.00,0.01,9.92,48.55,0.9,0.01,,,,,,,,,,,
30053086,0,0,0,0,0,0.00,0.50,0.00,0.01,9.48,49.99,0.9,0,,,,,,,,,,,
30053087,0,0,0,0,0,0.00,0.50,0.00,0.01,9.05,51.56,0.9,0,,,,,,,,,,,
30053088,0,0,0,0,0,0.00,0.50,0.00,0.01,8.63,53.29,0.9,0.01,,,,,,,,,,,
30053089,0,0,0,0,0,0.00,0.50,0.00,0.01,8.21,55.20,0.9,0.01,,,,,,,,,,,
