Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
30000228,0.008,0,0,0,0,1.06,0.52,-2.00,0.01,5.63,40.25,0.86,0.01,,,,,,,,,,,
30000229,0.009,0,0,0,0,1.23,0.52,-2.00,0.01,5.48,35.34,0.86,0.01,,,,,,,,,,,
30000230,0.011,0,0,0,0,1.39,0.52,-2.10,0.01,5.37,30.18,0.86,0.02,,,,,,,,,,,
30000231,0.013,0,0,0,0,1.55,0.52,-2.10,0.01,5.31,24.85,0.86,0.02,,,,,,,,,,,
30000232,0.014,0,0,0,0,1.69,0.52,-2.10,0.01,5.29,19.45,0.86,0.02,,,,,,,,,,,
30000233,0.015,0,0,0,0,1.82,0.52,-2.10,0.01,5.32,14.05,0.86,0.01,,,,,,,,,,,
30000234,0.015,0,0,0,0,1.93,0.52,-2.00,0.01,5.39,8.76,0.86,0,,,,,,,,,,,
30000235,0.015,0,0,0,0,2.00,0.52,-2.00,0.01,5.51,3.66,0.86,0.01,,,,,,,,,,,
30000236,0.014,0,0,0,0,2.00,0.52,-1.90,0.01,5.68,1.18,0.86,0.02,,,,,,,,,,,
30000237,0.013,0,0,0,0,1.98,0.52,-1.90,0.01,5.88,5.73,0.86,0.02,,,,,,,,,,,
30000238,0.012,0,0,0,0,1.90,0.52,-1.80,0.01,6.11,9.95,0.86,0.01,,,,,,,,,,,
30000239,0.01,0,0,0,0,1.81,0.52,-1.70,0.01,6.38,13.84,0.86,0.02,,,,,,,,,,,
30000240,0.009,0,0,0,0,1.73,0.52,-1.70,0.01,6.67,17.40,0.86,0.02,,,,,,,,,,,
30000241,0.008,0,0,0,0,1.64,0.52,-1.60,0.01,6.99,20.66,0.86,0.02,,,,,,,,,,,
30000242,0.007,0,0,0,0,1.56,0.52,-1.50,0.01,7.32,23.62,0.86,0.01,,,,,,,,,,,
30000243,0.006,0,0,0,0,1.48,0.52,-1.40,0.01,7.68,26.32,0.86,0.01,,,,,,,,,,,
30000244,0.005,0,0,0,0,1.41,0.52,-1.40,0.01,8.05,28.77,0.86,0.02,,,,,,,,,,,
30000245,0,0,0,0,0,0.00,0.52,0.00,0.01,9.42,72.25,0.86,0,,,,,,,,,,,
30000246,0,0,0,0,0,0.00,0.52,0.00,0.01,9.03,70.30,0.86,0,,,,,,,,,,,
30000247,0,0,0,0,0,0.00,0.52,0.00,0.01,8.65,68.18,0.86,0,,,,,,,,,,,
30000248,0,0,0,0,0,0.00,0.52,0.00,0.01,8.29,65.87,0.86,0,,,,,,,,,,,
30000249,0,0,0,0,0,0.00,0.52,0.00,0.01,7.94,63.35,0.86,0,,,,,,,,,,,
30000250,0,0,0,0,0,0.00,0.52,0.00,0.01,7.61,60.60,0.86,0,,,,,,,,,,,
30000251,0,0,0,0,0,0.00,0.52,0.00,0.01,7.29,57.61,0.86,0.01,,,,,,,,,,,
30000252,0,0,0,0,0,0.00,0.52,0.00,0.01,7.00,54.36,0.86,0.01,,,,,,,,,,,
30000253,0,0,0,0,0,0.00,0.52,0.00,0.01,6.73,50.84,0.86,0,,,,,,,,,,,
30000254,0.004,0,0,0,0,0.82,0.52,-1.70,0.01,6.49,47.04,0.86,0.01,,,,,,,,,,,
30000255,0.006,0,0,0,0,0.96,0.52,-1.80,0.01,6.28,42.97,0.86,0.01,,,,,,,,,,,
30000256,0.007,0,0,0,0,1.11,0.52,-1.80,0.01,6.10,38.64,0.86,0.01,,,,,,,,,,,
30000257,0.008,0,0,0,0,1.26,0.52,-1.90,0.01,5.96,34.08,0.86,0,,,,,,,,,,,
30000258,0.009,0,0,0,0,1.41,0.52,-1.90,0.01,5.86,29.33,0.86,0.01,,,,,,,,,,,
30000259,0.011,0,0,0,0,1.55,0.52,-1.90,0.01,5.80,24.45,0.86,0.02,,,,,,,,,,,
30000260,0.012,0,0,0,0,1.69,0.52,-1.90,0.01,5.79,19.51,0.86,0.02,,,,,,,,,,,
30000261,0.012,0,0,0,0,1.80,0.52,-1.90,0.01,5.81,14.57,0.86,0,,,,,,,,,,,
30000262,0.013,0,0,0,0,1.91,0.52,-1.90,0.01,5.88,9.72,0.86,0.01,,,,,,,,,,,
30000263,0.013,0,0,0,0,1.99,0.52,-1.80,0.01,6.00,5.02,0.86,0.01,,,,,,,,,,,
30000264,0.012,0,0,0,0,2.00,0.52,-1.80,0.01,6.14,0.51,0.86,0.01,,,,,,,,,,,
30000265,0.012,0,0,0,0,2.00,0.52,-1.70,0.01,6.33,3.75,0.86,0.03,,,,,,,,,,,
30000266,0.011,0,0,0,0,1.94,0.52,-1.70,0.01,6.55,7.76,0.86,0.01,,,,,,,,,,,
30000267,0.009,0,0,0,0,1.86,0.52,-1.60,0.01,6.80,11.48,0.86,0.01,,,,,,,,,,,
30000268,0.008,0,0,0,0,1.78,0.52,-1.60,0.01,7.07,14.93,0.86,0.01,,,,,,,,,,,
30000269,0.007,0,0,0,0,1.70,0.52,-1.50,0.01,7.37,18.12,0.86,0.01,,,,,,,,,,,
30000270,0.006,0,0,0,0,1.63,0.52,-1.40,0.01,7.69,21.04,0.86,0.01,,,,,,,,,,,
30000271,0.006,0,0,0,0,1.55,0.52,-1.40,0.01,8.03,23.73,0.86,0.01,,,,,,,,,,,
30000272,0.005,0,0,0,0,1.48,0.52,-1.30,0.01,8.38,26.19,0.86,0.01,,,,,,,,,,,
30000273,0.004,0,1,0,0,1.42,0.52,-1.30,0.01,8.75,28.45,0.86,0.02,,,,,,,,,,,
30000274,0,0,0,0,0,0.00,0.52,0.00,0.01,9.74,69.93,0.86,0,,,,,,,,,,,
30000275,0,0,0,0,0,0.00,0.52,0.00,0.01,9.36,67.95,0.86,0,,,,,,,,,,,
30000276,0,0,0,0,0,0.00,0.52,0.00,0.01,9.00,65.81,0.86,0.01,,,,,,,,,,,
30000277,0,0,0,0,0,0.00,0.52,0.00,0.01,8.65,63.50,0.86,0,,,,,,,,,,,
30000278,0,0,0,0,0,0.00,0.52,0.00,0.01,8.31,60.99,0.86,0,,,,,,,,,,,
30000279,0,0,0,0,0,0.00,0.52,0.00,0.01,7.99,58.28,0.86,0,,,,,,,,,,,
30000280,0,0,0,0,0,0.00,0.52,0.00,0.01,7.69,55.35,0.86,0.01,,,,,,,,,,,
30000281,0,0,0,0,0,0.00,0.52,0.00,0.01,7.42,52.19,0.86,0,,,,,,,,,,,
30000282,0,0,0,0,0,0.00,0.52,0.00,0.01,7.16,48.80,0.86,0,,,,,,,,,,,
30000283,0.004,0,0,0,0,0.88,0.52,-1.60,0.01,6.94,45.17,0.86,0.01,,,,,,,,,,,
30000284,0.005,0,0,0,0,1.02,0.52,-1.60,0.01,6.74,41.32,0.86,0.01,,,,,,,,,,,
30000285,0.006,0,0,0,0,1.16,0.52,-1.70,0.01,6.58,37.26,0.86,0.01,,,,,,,,,,,
30000286,0.007,0,0,0,0,1.29,0.52,-1.70,0.01,6.45,33.01,0.86,0.01,,,,,,,,,,,
30000287,0.008,0,0,0,0,1.43,0.52,-1.70,0.01,6.36,28.61,0.86,0,,,,,,,,,,,
30000288,0.009,0,0,0,0,1.56,0.52,-1.80,0.01,6.30,24.11,0.86,0.02,,,,,,,,,,,
30000289,0.01,0,0,0,0,1.68,0.52,-1.80,0.01,6.29,19.56,0.86,0.01,,,,,,,,,,,
30000290,0.01,0,0,0,0,1.79,0.52,-1.80,0.01,6.31,15.02,0.86,0.01,,,,,,,,,,,
30000291,0.011,0,0,0,0,1.88,0.52,-1.70,0.01,6.38,10.54,0.86,0.01,,,,,,,,,,,
30000292,0.011,0,0,0,0,1.97,0.52,-1.70,0.01,6.48,6.17,0.86,0.02,,,,,,,,,,,
30000293,0.011,0,0,0,0,2.00,0.52,-1.70,0.01,6.62,1.97,0.86,0.02,,,,,,,,,,,
30000294,0.01,0,0,0,0,2.00,0.52,-1.60,0.01,6.79,2.04,0.86,0.01,,,,,,,,,,,
30000295,0.009,0,0,0,0,1.97,0.52,-1.60,0.01,6.99,5.84,0.86,0.01,,,,,,,,,,,
30000296,0.009,0,0,0,0,1.90,0.52,-1.50,0.01,7.23,9.40,0.86,0.01,,,,,,,,,,,
30000297,0.008,0,0,0,0,1.83,0.52,-1.50,0.01,7.49,12.73,0.86,0.02,,,,,,,,,,,
30000298,0.007,0,0,0,0,1.76,0.52,-1.40,0.01,7.77,15.83,0.86,0.01,,,,,,,,,,,
30000299,0.006,0,0,0,0,1.68,0.52,-1.40,0.01,8.07,18.71,0.86,0.01,,,,,,,,,,,
30000300,0.005,0,0,0,0,1.62,0.52,-1.30,0.01,8.40,21.36,0.86,0.01,,,,,,,,,,,
30000301,0,0,0,0,0,0.00,0.52,0.00,0.01,10.07,67.76,0.86,0,,,,,,,,,,,
30000302,0,0,0,0,0,0.00,0.52,0.00,0.01,9.70,65.77,0.86,0,,,,,,,,,,,
30000303,0,0,0,0,0,0.00,0.52,0.00,0.01,9.35,63.62,0.86,0.01,,,,,,,,,,,
30000304,0,0,0,0,0,0.00,0.52,0.00,0.01,9.02,61.32,0.86,0.01,,,,,,,,,,,
30000305,0,0,0,0,0,0.00,0.52,0.00,0.01,8.70,58.84,0.86,0,,,,,,,,,,,
30000306,0,0,0,0,0,0.00,0.52,0.00,0.01,8.39,56.17,0.86,0.01,,,,,,,,,,,
30000307,0,0,0,0,0,0.00,0.52,0.00,0.01,8.11,53.31,0.86,0.01,,,,,,,,,,,
30000308,0,0,0,0,0,0.00,0.52,0.00,0.01,7.85,50.25,0.86,0.01,,,,,,,,,,,
30000309,0,0,0,0,0,0.00,0.52,0.00,0.01,7.61,46.99,0.86,0.01,,,,,,,,,,,
30000310,0,0,0,0,0,0.00,0.52,0.00,0.01,7.39,43.53,0.86,0.01,,,,,,,,,,,
30000311,0.005,0,0,0,0,1.06,0.52,-1.50,0.01,7.21,39.89,0.86,0.01,,,,,,,,,,,
30000312,0.006,0,0,0,0,1.19,0.52,-1.60,0.01,7.06,36.06,0.86,0.01,,,,,,,,,,,
30000313,0.006,0,0,0,0,1.32,0.52,-1.60,0.01,6.94,32.09,0.86,0.02,,,,,,,,,,,
30000314,0.007,0,0,0,0,1.44,0.52,-1.60,0.01,6.85,27.99,0.86,0.01,,,,,,,,,,,
30000315,0.008,0,0,0,0,1.56,0.52,-1.60,0.01,6.80,23.82,0.86,0,,,,,,,,,,,
30000316,0.008,0,0,0,0,1.67,0.52,-1.60,0.01,6.79,19.60,0.86,0,,,,,,,,,,,
30000317,0.009,0,0,0,0,1.77,0.52,-1.60,0.01,6.81,15.39,0.86,0.01,,,,,,,,,,,
30000318,0.009,0,0,0,0,1.86,0.52,-1.60,0.01,6.87,11.23,0.86,0.01,,,,,,,,,,,
30000319,0.009,0,0,0,0,1.94,0.52,-1.60,0.01,6.97,7.17,0.86,0.01,,,,,,,,,,,
30000320,0.009,0,0,0,0,2.00,0.52,-1.60,0.01,7.09,3.23,0.86,0.01,,,,,,,,,,,
30000321,0.009,0,0,0,0,2.00,0.52,-1.50,0.01,7.26,0.55,0.86,0.01,,,,,,,,,,,
30000322,0.008,0,0,0,0,1.99,0.52,-1.50,0.01,7.45,4.15,0.86,0.02,,,,,,,,,,,
30000323,0.008,0,0,0,0,1.93,0.52,-1.40,0.01,7.67,7.56,0.86,0.02,,,,,,,,,,,
30000324,0.007,0,0,0,0,1.87,0.52,-1.40,0.01,7.91,10.77,0.86,0.01,,,,,,,,,,,
30000325,0,0,0,0,0,0.00,0.52,0.00,0.01,10.06,63.73,0.86,0,,,,,,,,,,,
30000326,0,0,0,0,0,0.00,0.52,0.00,0.01,9.72,61.59,0.86,0,,,,,,,,,,,
30000327,0,0,0,0,0,0.00,0.52,0.00,0.01,9.40,59.31,0.86,0,,,,,,,,,,,
30000328,0,0,0,0,0,0.00,0.52,0.00,0.01,9.09,56.87,0.86,0.01,,,,,,,,,,,
30000329,0,0,0,0,0,0.00,0.52,0.00,0.01,8.80,54.26,0.86,0,,,,,,,,,,,
30000330,0,0,0,0,0,0.00,0.52,0.00,0.01,8.53,51.47,0.86,0.01,,,,,,,,,,,
30000331,0,0,0,0,0,0.00,0.52,0.00,0.01,8.28,48.52,0.86,0,,,,,,,,,,,
30000332,0,0,0,0,0,0.00,0.52,0.00,0.01,8.06,45.39,0.86,0,,,,,,,,,,,
30000333,0,0,0,0,0,0.00,0.52,0.00,0.01,7.86,42.09,0.86,0,,,,,,,,,,,
30000334,0.004,0,0,0,0,1.10,0.52,-1.40,0.01,7.68,38.63,0.86,0,,,,,,,,,,,
30000335,0.005,0,0,0,0,1.22,0.52,-1.50,0.01,7.54,35.02,0.86,0.01,,,,,,,,,,,
30000336,0.006,0,0,0,0,1.34,0.52,-1.50,0.01,7.43,31.29,0.86,0.01,,,,,,,,,,,
30000337,0.006,0,0,0,0,1.45,0.52,-1.50,0.01,7.35,27.46,0.86,0.01,,,,,,,,,,,
30000338,0.007,0,0,0,0,1.56,0.52,-1.50,0.01,7.30,23.57,0.86,0.01,,,,,,,,,,,
30000339,0.007,0,0,0,0,1.67,0.52,-1.50,0.01,7.29,19.64,0.86,0.01,,,,,,,,,,,
30000340,0.008,0,0,0,0,1.76,0.52,-1.50,0.01,7.31,15.72,0.86,0.01,,,,,,,,,,,
30000341,0.008,0,0,0,0,1.85,0.52,-1.50,0.01,7.36,11.84,0.86,0,,,,,,,,,,,
30000342,0.008,0,0,0,0,1.92,0.52,-1.50,0.01,7.45,8.03,0.86,0.01,,,,,,,,,,,
30000343,0.008,0,0,0,0,1.99,0.52,-1.50,0.01,7.57,4.33,0.86,0.01,,,,,,,,,,,
30000344,0.008,0,0,0,0,2.00,0.52,-1.40,0.01,7.73,0.76,0.86,0,,,,,,,,,,,
30000345,0,0,0,0,0,0.00,0.52,0.00,0.01,10.43,61.84,0.86,0,,,,,,,,,,,
30000346,0,0,0,0,0,0.00,0.52,0.00,0.01,10.10,59.72,0.86,0,,,,,,,,,,,
30000347,0,0,0,0,0,0.00,0.52,0.00,0.01,9.79,57.46,0.86,0,,,,,,,,,,,
30000348,0,0,0,0,0,0.00,0.52,0.00,0.01,9.50,55.06,0.86,0.01,,,,,,,,,,,
30000349,0,0,0,0,0,0.00,0.52,0.00,0.01,9.22,52.51,0.86,0.01,,,,,,,,,,,
30000350,0,0,0,0,0,0.00,0.52,0.00,0.01,8.96,49.81,0.86,0.01,,,,,,,,,,,
30000351,0,0,0,0,0,0.00,0.52,0.00,0.01,8.73,46.96,0.86,0,,,,,,,,,,,
30000352,0,0,0,0,0,0.00,0.52,0.00,0.01,8.51,43.95,0.86,0,,,,,,,,,,,
30000353,0,0,0,0,0,0.00,0.52,0.00,0.01,8.32,40.80,0.86,0,,,,,,,,,,,
30000354,0.004,0,0,0,0,1.14,0.52,-1.40,0.01,8.16,37.51,0.86,0,,,,,,,,,,,
30000355,0.005,0,0,0,0,1.25,0.52,-1.40,0.01,8.02,34.10,0.86,0.01,,,,,,,,,,,
30000356,0.005,0,0,0,0,1.36,0.52,-1.40,0.01,7.92,30.59,0.86,0,,,,,,,,,,,
30000357,0.006,0,0,0,0,1.46,0.52,-1.40,0.01,7.84,27.00,0.86,0.01,,,,,,,,,,,
30000358,0.006,0,0,0,0,1.57,0.52,-1.40,0.01,7.80,23.35,0.86,0.01,,,,,,,,,,,
30000359,0.006,0,0,0,0,1.66,0.52,-1.40,0.01,7.79,19.67,0.86,0.01,,,,,,,,,,,
30000360,0.007,0,0,0,0,1.75,0.52,-1.40,0.01,7.81,16.00,0.86,0.02,,,,,,,,,,,
30000361,0.007,0,0,0,0,1.83,0.52,-1.40,0.01,7.86,12.36,0.86,0.01,,,,,,,,,,,
30000362,0,0,0,0,0,0.00,0.52,0.00,0.01,10.81,60.07,0.86,0,,,,,,,,,,,
30000363,0,0,0,0,0,0.00,0.52,0.00,0.01,10.49,57.98,0.86,0.01,,,,,,,,,,,
30000364,0,0,0,0,0,0.00,0.52,0.00,0.01,10.19,55.76,0.86,0,,,,,,,,,,,
30000365,0,0,0,0,0,0.00,0.52,0.00,0.01,9.91,53.41,0.86,0.01,,,,,,,,,,,
30000366,0,0,0,0,0,0.00,0.52,0.00,0.01,9.65,50.92,0.86,0,,,,,,,,,,,
30000367,0,0,0,0,0,0.00,0.52,0.00,0.01,9.40,48.30,0.86,0.01,,,,,,,,,,,
30000368,0,0,0,0,0,0.00,0.52,0.00,0.01,9.17,45.55,0.86,0.01,,,,,,,,,,,
30000369,0,0,0,0,0,0.00,0.52,0.00,0.01,8.97,42.66,0.86,0,,,,,,,,,,,
30000370,0,0,0,0,0,0.00,0.52,0.00,0.01,8.79,39.65,0.86,0.01,,,,,,,,,,,
30000371,0,0,0,0,0,0.00,0.52,0.00,0.01,8.64,36.52,0.86,0,,,,,,,,,,,
30000372,0.004,0,0,0,0,1.27,0.52,-1.30,0.01,8.51,33.29,0.86,0,,,,,,,,,,,
30000373,0.005,0,0,0,0,1.37,0.52,-1.30,0.01,8.41,29.97,0.86,0.01,,,,,,,,,,,
30000374,0.005,0,0,0,0,1.47,0.52,-1.30,0.01,8.34,26.59,0.86,0.01,,,,,,,,,,,
30000375,0.005,0,0,0,0,1.57,0.52,-1.30,0.01,8.30,23.15,0.86,0.01,,,,,,,,,,,
30000376,0.006,0,0,0,0,1.66,0.52,-1.30,0.01,8.29,19.70,0.86,0,,,,,,,,,,,
30000377,0,0,0,0,0,0.00,0.52,0.00,0.01,10.89,56.36,0.86,0,,,,,,,,,,,
30000378,0,0,0,0,0,0.00,0.52,0.00,0.01,10.60,54.18,0.86,0.01,,,,,,,,,,,
30000379,0,0,0,0,0,0.00,0.52,0.00,0.01,10.33,51.89,0.86,0,,,,,,,,,,,
30000380,0,0,0,0,0,0.00,0.52,0.00,0.01,10.08,49.47,0.86,0,,,,,,,,,,,
30000381,0,0,0,0,0,0.00,0.52,0.00,0.01,9.84,46.93,0.86,0.01,,,,,,,,,,,
30000382,0,0,0,0,0,0.00,0.52,0.00,0.01,9.63,44.27,0.86,0.01,,,,,,,,,,,
30000383,0,0,0,0,0,0.00,0.52,0.00,0.01,9.43,41.50,0.86,0,,,,,,,,,,,
30000384,0,0,0,0,0,0.00,0.52,0.00,0.01,9.26,38.62,0.86,0,,,,,,,,,,,
30000385,0,0,0,0,0,0.00,0.52,0.00,0.01,9.12,35.64,0.86,0,,,,,,,,,,,
30000386,0,0,0,0,0,0.00,0.52,0.00,0.01,9.00,32.57,0.86,0.01,,,,,,,,,,,
30000387,0.004,0,0,0,0,1.39,0.52,-1.20,0.01,8.90,29.42,0.86,0.01,,,,,,,,,,,
30000388,0,0,0,0,0,0.00,0.52,0.00,0.01,11.30,54.87,0.86,0,,,,,,,,,,,
30000389,0,0,0,0,0,0.00,0.52,0.00,0.01,11.02,52.73,0.86,0,,,,,,,,,,,
30000390,0,0,0,0,0,0.00,0.52,0.00,0.01,10.76,50.49,0.86,0,,,,,,,,,,,
30000391,0,0,0,0,0,0.00,0.52,0.00,0.01,10.52,48.13,0.86,0.01,,,,,,,,,,,
30000392,0,0,0,0,0,0.00,0.52,0.00,0.01,10.29,45.68,0.86,0.01,,,,,,,,,,,
30000393,0,0,0,0,0,0.00,0.52,0.00,0.01,10.09,43.11,0.86,0.01,,,,,,,,,,,
30000394,0,0,0,0,0,0.00,0.52,0.00,0.01,9.90,40.45,0.86,0,,,,,,,,,,,
30000395,0,0,0,0,0,0.00,0.52,0.00,0.01,9.74,37.69,0.86,0,,,,,,,,,,,
30000396,0,0,0,0,0,0.00,0.52,0.00,0.01,11.45,51.38,0.86,0,,,,,,,,,,,
30000397,0,0,0,0,0,0.00,0.52,0.00,0.01,11.20,49.19,0.86,0,,,,,,,,,,,
30000398,0,0,0,0,0,0.00,0.52,0.00,0.01,10.96,46.91,0.86,0,,,,,,,,,,,
30000399,0,0,0,0,0,0.00,0.52,0.00,0.01,10.75,44.53,0.86,0,,,,,,,,,,,
30000400,0,0,0,0,0,0.00,0.52,0.00,0.01,10.55,42.05,0.86,0,,,,,,,,,,,
30000401,0,0,0,0,0,0.00,0.52,0.00,0.01,11.88,50.13,0.86,0.01,,,,,,,,,,,
30000402,0,0,0,0,0,0.00,0.52,0.00,0.01,11.63,48.00,0.86,0.01,,,,,,,,,,,
30001000,0,0,0,0,0,0.00,0.81,0.00,0.10,5.35,83.91,3.85,0.14,,,,,,,,,,,
30001001,0,0,0,0,0,0.00,0.81,0.00,0.10,5.84,82.72,3.85,0.13,,,,,,,,,,,
30001002,0,0,0,0,0,0.00,0.81,0.00,0.10,3.78,82.08,3.85,0.24,,,,,,,,,,,
30001003,0,0,0,0,0,0.00,0.81,0.00,0.10,4.27,80.66,3.85,0.22,,,,,,,,,,,
30001004,0,0,0,0,0,0.00,0.81,0.00,0.10,4.76,79.53,3.85,0.12,,,,,,,,,,,
30001005,0,0,0,0,0,0.00,0.81,0.00,0.10,5.25,78.61,3.85,0.17,,,,,,,,,,,
30001006,0,0,0,0,0,0.00,0.81,0.00,0.10,5.75,77.85,3.85,0.14,,,,,,,,,,,
30001007,0,0,0,0,0,0.00,0.81,0.00,0.10,2.21,77.65,3.85,0.34,,,,,,,,,,,
30001008,0.005,4,4,4,4,0.00,0.81,24.60,0.10,2.71,76.21,3.85,0.27,,,,,,,,,,,
30001009,0.008,4,4,4,4,0.02,0.81,22.20,0.10,3.21,75.22,3.85,0.31,,,,,,,,,,,
30001010,0.009,4,4,4,4,0.02,0.81,20.10,0.10,3.70,74.50,3.85,0.25,,,,,,,,,,,
30001011,0.009,4,4,4,4,0.03,0.81,18.30,0.10,4.20,73.95,3.85,0.23,,,,,,,,,,,
30001012,0.009,4,4,4,4,0.03,0.81,16.70,0.10,4.70,73.51,3.85,0.15,,,,,,,,,,,
30001013,0.008,4,4,4,4,0.03,0.81,15.40,0.10,5.20,73.16,3.85,0.19,,,,,,,,,,,
30001014,0.007,4,4,4,4,0.04,0.81,14.30,0.10,5.70,72.87,3.85,0.16,,,,,,,,,,,
30001015,0.007,4,4,4,4,0.04,0.81,13.30,0.10,6.20,72.63,3.85,0.18,,,,,,,,,,,
30001016,0.305,4,3,2,0,0.27,0.81,35.70,0.10,1.21,60.33,3.85,3.43,,,,,,,,,,,
30001017,0.156,3,3,3,1,0.17,0.81,31.10,0.10,1.70,63.11,3.85,1.68,,,,,,,,,,,
30001018,0.097,3,3,3,2,0.13,0.81,27.60,0.10,2.20,64.64,3.85,1.01,,,,,,,,,,,
30001019,0.067,3,3,3,2,0.11,0.81,24.70,0.10,2.70,65.60,3.85,0.69,,,,,,,,,,,
30001020,0.049,3,3,3,3,0.10,0.81,22.20,0.10,3.20,66.27,3.85,0.39,,,,,,,,,,,
30001021,0.038,4,4,4,4,0.09,0.81,20.10,0.10,3.70,66.75,3.85,0.41,,,,,,,,,,,
30001022,0.03,4,4,4,4,0.09,0.81,18.30,0.10,4.20,67.12,3.85,0.32,,,,,,,,,,,
30001023,0.024,4,4,4,4,0.08,0.81,16.70,0.10,4.70,67.41,3.85,0.27,,,,,,,,,,,
30001024,0.02,4,4,4,4,0.08,0.81,15.40,0.10,5.20,67.65,3.85,0.23,,,,,,,,,,,
30001025,0.016,4,4,4,4,0.08,0.81,14.30,0.10,5.70,67.84,3.85,0.23,,,,,,,,,,,
30001026,0.014,4,4,4,4,0.08,0.81,13.30,0.10,6.20,68.00,3.85,0.16,,,,,,,,,,,
30001027,0.701,0,1,0,0,0.72,0.81,44.30,0.10,0.76,43.89,3.85,4.99,,,,,,,,,,,
30001028,0.705,1,2,2,2,0.82,0.81,45.30,0.10,0.73,4.80,3.85,4.26,,,,,,,,,,,
30001029,0.66,2,2,2,2,0.66,0.81,39.80,0.10,0.98,24.53,3.85,3.95,,,,,,,,,,,
30001030,0.458,3,2,2,1,0.46,0.81,34.40,0.10,1.38,39.43,3.85,3.65,,,,,,,,,,,
30001031,0.277,4,3,3,2,0.32,0.81,30.30,0.10,1.83,47.38,3.85,2.64,,,,,,,,,,,
30001032,0.177,4,3,3,2,0.25,0.81,27.00,0.10,2.30,52.14,3.85,1.54,,,,,,,,,,,
30001033,0.12,4,3,3,2,0.20,0.81,24.20,0.10,2.78,55.28,3.85,1.21,,,,,,,,,,,
30001034,0.086,3,3,3,2,0.18,0.81,21.90,0.10,3.27,57.48,3.85,0.74,,,,,,,,,,,
30001035,0.064,3,3,3,2,0.16,0.81,19.80,0.10,3.76,59.12,3.85,0.65,,,,,,,,,,,
30001036,0.049,3,3,3,3,0.14,0.81,18.10,0.10,4.25,60.37,3.85,0.42,,,,,,,,,,,
30001037,0.038,3,3,3,3,0.13,0.81,16.60,0.10,4.74,61.37,3.85,0.31,,,,,,,,,,,
30001038,0.031,4,4,4,4,0.12,0.81,15.30,0.10,5.24,62.17,3.85,0.22,,,,,,,,,,,
30001039,0.025,4,4,4,4,0.12,0.81,14.20,0.10,5.73,62.84,3.85,0.22,,,,,,,,,,,
30001040,0.021,4,4,4,4,0.11,0.81,13.20,0.10,6.23,63.40,3.85,0.23,,,,,,,,,,,
30001041,0.004,0,0,0,0,0.00,0.81,27.80,0.10,2.17,76.57,3.85,0.5,,,,,,,,,,,
30001042,0.101,0,0,0,2,0.12,0.81,30.60,0.10,1.77,67.61,3.85,0.69,,,,,,,,,,,
30001043,0.305,0,0,2,1,0.30,0.81,33.50,0.10,1.45,54.10,3.85,2.27,,,,,,,,,,,
30001044,0.547,0,0,2,1,0.54,0.81,36.10,0.10,1.24,34.54,3.85,3.13,,,,,,,,,,,
30001045,0.6,0,0,1,0,0.62,0.81,36.60,0.10,1.22,11.05,3.85,1.81,,,,,,,,,,,
30001046,0.551,1,1,1,1,0.59,0.81,34.60,0.10,1.39,9.83,3.85,1.94,,,,,,,,,,,
30001047,0.443,2,2,2,2,0.51,0.81,31.60,0.10,1.69,24.66,3.85,2.14,,,,,,,,,,,
30001048,0.311,3,2,2,1,0.40,0.81,28.60,0.10,2.07,34.51,3.85,2.35,,,,,,,,,,,
30001049,0.216,4,3,3,2,0.33,0.81,25.80,0.10,2.50,41.16,3.85,1.87,,,,,,,,,,,
30001050,0.153,4,3,3,2,0.28,0.81,23.40,0.10,2.95,45.83,3.85,1.33,,,,,,,,,,,
30001051,0.112,4,3,3,2,0.24,0.81,21.20,0.10,3.41,49.25,3.85,0.84,,,,,,,,,,,
30001052,0.084,4,3,3,2,0.21,0.81,19.30,0.10,3.88,51.85,3.85,0.47,,,,,,,,,,,
30001053,0.064,3,3,3,3,0.19,0.81,17.70,0.10,4.36,53.88,3.85,0.46,,,,,,,,,,,
30001054,0.051,3,3,3,3,0.18,0.81,16.30,0.10,4.84,55.51,3.85,0.41,,,,,,,,,,,
30001055,0.04,3,3,3,3,0.17,0.81,15.10,0.10,5.33,56.84,3.85,0.31,,,,,,,,,,,
30001056,0.033,4,4,4,4,0.16,0.81,14.00,0.10,5.82,57.95,3.85,0.3,,,,,,,,,,,
30001057,0.027,4,4,4,4,0.15,0.81,13.00,0.10,6.31,58.88,3.85,0.21,,,,,,,,,,,
30001058,0.023,4,4,4,4,0.14,0.81,12.20,0.10,6.80,59.69,3.85,0.23,,,,,,,,,,,
30001059,0.067,0,0,1,0,0.10,0.81,25.90,0.10,2.48,66.91,3.85,0.6,,,,,,,,,,,
30001060,0.154,0,0,2,2,0.20,0.81,28.00,0.10,2.14,57.72,3.85,0.96,,,,,,,,,,,
30001061,0.28,0,0,3,2,0.33,0.81,29.90,0.10,1.88,45.57,3.85,1.85,,,,,,,,,,,
