,Identifiers,,,,,View of sky features,,,,,,,Room geometry features,,,,,,,,,,,Window geometry features,,,,,,Labels: Daylight Factor,,
,Point identifier,Project nr,Room nr,Point Nr,Window number,VS angle (Horizontal),VS angle (Vertical),VS angle from horizon,Portion of view externally obstructed (from lower to higher quarter),Portion of view externally obstructed (from lower to higher third),Portion of view externally obstructed (from lower to higher half),Frame ratio,Room depth,Room width,Room height,Is rectangular?,Num of windows,Num of edges with windows,Edges orthogonal?,Room area,Total window area,Window-to-wall ratio,Window-to-floor ratio,Window height,Window width,Window sill height,Angle of point position in reference to window normal,Distance window center to pt,Has balcony above?,DF (direct component),DF (reflected component),DF 
,,,,,,degrees,degrees,degrees,0 to 4,0 to 3,0 to 2,0-1,m,m,m,,,,,m2,m2,0-1,0-1,meters,meters,meters,degrees,meters,,%,%,%
,String (10 char.),String (2 char.),String (3 char.),String (3 char.),String (2 char.),Float  (1 decimal),Float (1 decimal),Float (1 decimal),vector 4 components,vector 3 components,vector 2 components,Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Boolean,Integer,Integer,Boolean,Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (2 decimals),Float (1 decimal),Float (2 decimals),Boolean,Float (2 decimals),Float (2 decimals),Float (2 decimals)
0100003201,0100003201,01,000,032,01,8.378905,23.165993,1.00553,"[[4],[0],[0],[0]]","[[3],[0],[0]]","[[2],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,13.598307,3.583515,FALSE,0.06,0.19,0.25
0100003300,0100003300,01,000,033,00,18.528887,35.91104,-11.86063,"[[0],[0],[0],[0]]","[[0],[0],[0]]","[[0],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,17.220618,3.646529,FALSE,,,
0100003301,0100003301,01,000,033,01,9.453644,23.54861,1.030237,"[[4],[0],[0],[0]]","[[3],[0],[0]]","[[2],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,6.468926,3.50538,FALSE,0.12,0.16,0.28
0100003400,0100003400,01,000,034,00,16.50545,34.659283,-11.422781,"[[0],[0],[0],[0]]","[[0],[0],[0]]","[[0],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,23.675241,3.803149,FALSE,,,
0100003401,0100003401,01,000,034,01,9.699043,23.657633,1.037398,"[[1],[0],[0],[0]]","[[1],[0],[0]]","[[1],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,0.866342,3.48346,FALSE,0.11,0.17,0.28
0100003500,0100003500,01,000,035,00,20.128165,39.982035,-13.303698,"[[3],[2],[0],[0]]","[[2],[2],[0]]","[[1],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,21.05794,3.224062,FALSE,,,
0100003501,0100003501,01,000,035,01,3.500691,21.488054,0.887829,"[[4],[4],[4],[4]]","[[3],[3],[3]]","[[2],[2]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,41.188932,3.998117,FALSE,0,0.18,0.18
0100003600,0100003600,01,000,036,00,22.637799,41.359532,-13.79899,"[[4],[4],[0],[0]]","[[3],[2],[0]]","[[2],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,13.292858,3.091583,FALSE,,,
0100003601,0100003601,01,000,036,01,4.682546,22.771544,0.959516,"[[2],[2],[1],[1]]","[[2],[1],[1]]","[[2],[1]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,35.99189,3.718639,FALSE,0.05,0.2,0.25
0100003700,0100003700,01,000,037,00,23.636196,42.136628,-14.080045,"[[2],[2],[0],[0]]","[[2],[2],[0]]","[[1],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,5.00019,3.020245,FALSE,,,
0100003701,0100003701,01,000,037,01,6.089557,24.000171,1.032749,"[[1],[1],[1],[1]]","[[1],[1],[1]]","[[1],[1]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,30.009009,3.474523,FALSE,0.1,0.23,0.33
0100003800,0100003800,01,000,038,00,23.712829,42.201506,-14.103565,"[[1],[1],[0],[0]]","[[1],[1],[0]]","[[1],[0]]",1.279595,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,2.5,1.338985,4.58E-07,3.506378,3.014395,FALSE,,,
0100003801,0100003801,01,000,038,01,7.671748,25.091452,1.102363,"[[1],[1],[1],[1]]","[[1],[1],[1]]","[[0],[0]]",0.557583,,,2.62,TRUE,2,1,,20.37,4.35,0.46,0.21,1.62,0.62,0.86,23.209342,3.273688,FALSE,0.17,0.14,0.31
